,13.1.3,13.1.2,8.8.2,17.9.1,13.1.1,6.1.1,3.b.1,11.6.2,10.4.1,6.5.1,1.a.2,4.2.2,7.1.1,7.3.1,3.9.3,7.1.2,17.8.1,11.5.1,4.5.1,6.2.1,11.5.2,12.4.2,4.3.1,7.2.1,2.a.1,6.4.2,6.6.1,3.8.1,10.5.1,6.4.1,10.7.3,11.1.1,14.b.1,2.c.1,14.1.1,12.c.1,11.b.1,2.2.2,9.5.2,3.4.1,15.5.1,8.3.1,1.5.4,8.1.1,3.6.1,16.6.1,11.b.2,2.2.1,9.5.1,1.3.1,12.a.1,7.a.1,17.17.1,3.4.2,1.5.3,14.7.1,17.13.1,3.2.1,1.5.2,9.1.2,15.1.1,16.2.2,3.2.2,17.4.1,1.5.1,3.3.5,2.1.2,15.6.1,17.3.1,9.4.1,7.b.1,2.1.1,17.1.1,8.2.1,17.3.2,10.c.1,3.3.3,1.4.1,3.3.2,16.3.2,3.3.1,15.2.1
2.2.1,0.780172113,0.17174234,0.668085311,-0.061976457,0.789351059,-0.621611529,-0.57126634,-0.622444171,-0.540531619,0.685360535,-0.457019361,0.655870507,-0.684510617,0.509123894,-0.685360535,0.690096546,0.685052202,0.789351059,-0.180597787,-0.541062876,0.743179013,-0.168815322,-0.627186989,-0.543988988,-0.605676501,0.605253101,-0.589979211,0.685360535,0.063478391,-0.678782963,0.168102567,-0.648474181,0.685360535,-0.496860374,-0.433793325,0.653110597,0.17174234,0.743661963,-0.657160485,0.74298718,-0.68039264,-0.255502359,0.780172113,0.216901863,-0.685360535,0.721736275,0.780172113,1,-0.520662382,0.75710693,0.535620028,-0.356933097,0.687371067,0.685360535,0.17174234,-0.68020892,0.753900877,-0.660729141,0.733283851,-0.614663857,-0.685359081,-0.552601103,0.678286887,0.05751511,0.789351059,0.665139725,-0.71927737,0.883084665,-0.699222467,-0.632789227,0.535620028,0.608571217,-0.587603089,0.154628366,0.831017064,0.699851824,0.706643217,0.731143332,-0.081360718,0.685360535,-0.610087766,0.705523712
9.5.1,-0.840371681,-0.521305044,-0.83311484,0.409999154,-0.512380183,0.921504117,0.920042932,0.840701638,0.911323139,-0.86555373,0.838385095,-0.732323211,0.731822504,-0.796903467,0.86555373,-0.841867442,-0.84412717,-0.512380183,0.136010336,0.929475132,-0.431629653,0.299207691,0.832178031,0.891640279,0.844497279,-0.833832501,0.873673116,-0.86555373,0.604268721,0.881217717,-0.521388654,0.894031825,-0.86555373,0.155627911,0.833524958,-0.859664233,-0.521305044,-0.71605631,0.619814654,-0.797126405,0.883369827,0.789362767,-0.840371681,-0.175751765,0.86555373,-0.457637986,-0.840371681,-0.520662382,1,-0.820898423,-0.838248903,0.617777828,-0.617922952,-0.86555373,-0.521305044,0.872646154,-0.82383281,0.882335492,-0.363448942,0.900565511,0.865552912,0.907808707,-0.858581204,0.111358877,-0.512380183,-0.5867279,0.891629539,-0.782981285,0.591186359,0.899949731,-0.838248903,-0.812274647,0.580585173,-0.139898486,-0.738972278,-0.722934635,-0.673914955,-0.849944393,0.833638975,-0.86555373,0.88367914,-0.866923947
1.3.1,0.934399297,0.727482026,0.969549815,0.006747045,0.652446893,-0.948700734,-0.939282089,-0.947676177,-0.818418018,0.990333646,-0.815998893,0.952677712,-0.942499861,0.809508091,-0.990333646,0.992417147,0.990656561,0.652446893,-0.204854647,-0.906666925,0.731873667,-0.213904106,-0.955898074,-0.831288454,-0.918845155,0.902528201,-0.966510538,0.990333646,-0.582883994,-0.986137018,0.488595065,-0.960368991,0.990333646,-0.543269025,-0.832305699,0.98420629,0.727482026,0.955492333,-0.850264459,0.994658708,-0.984616458,-0.399466385,0.934399297,0.033172764,-0.990333646,0.485396447,0.934399297,0.75710693,-0.820898423,1,0.933145291,-0.549749134,0.784216157,0.990333646,0.727482026,-0.985941034,0.899766832,-0.982003962,0.594205289,-0.954479415,-0.990333634,-0.943778902,0.989921907,-0.133259365,0.652446893,0.917304599,-0.984028869,0.940902266,-0.913412692,-0.932452662,0.933145291,0.968881425,-0.795183614,0.057194773,0.98429305,0.666763726,0.934220285,0.965507377,-0.473441561,0.990333646,-0.945427026,0.969995878
12.a.1,0.900498571,0.802464226,0.938367618,-0.010609006,0.595614795,-0.931006442,-0.970124168,-0.91706242,-0.764665179,0.957977327,-0.879445619,0.89323367,-0.935750784,0.888560578,-0.957977327,0.945342236,0.961690279,0.595614795,-0.191148399,-0.92355622,0.646386852,-0.087913808,-0.942797123,-0.87011333,-0.95283884,0.933686094,-0.965996866,0.957977327,-0.748634851,-0.959892549,0.579240817,-0.971172506,0.957977327,-0.401913748,-0.864969615,0.971059278,0.802464226,0.905503157,-0.748103133,0.942158349,-0.963462995,-0.37813612,0.900498571,-0.185237231,-0.957977327,0.447141336,0.900498571,0.535620028,-0.838248903,0.933145291,1,-0.566440175,0.817796279,0.957977327,0.802464226,-0.95566522,0.903588339,-0.964204363,0.524007759,-0.969516295,-0.957977878,-0.971500148,0.963443865,-0.129830921,0.595614795,0.837158168,-0.934309173,0.794100082,-0.859843602,-0.943924955,1,0.968057589,-0.804511612,0.009092842,0.885078422,0.525954251,0.84344345,0.900922186,-0.636269459,0.957977327,-0.912733609,0.920141315
7.a.1,-0.478352939,-0.444909581,-0.634204876,0.372298796,-0.277898194,0.53187225,0.664258813,0.424378956,0.512887725,-0.611547768,0.536216379,-0.546957805,0.574786617,-0.370677014,0.611547768,-0.579085345,-0.592862821,-0.277898194,0.775640173,0.530578471,-0.168761105,0.48511005,0.40615283,0.589341104,0.633266323,-0.610866556,0.651070274,-0.611547768,0.460138913,0.620231032,-0.177320783,0.609792659,-0.611547768,-0.155637006,0.297472651,-0.595819741,-0.444909581,-0.376071662,0.714232391,-0.518988467,0.617734907,0.609292086,-0.478352939,-0.333256594,0.611547768,-0.384409293,-0.478352939,-0.356933097,0.617777828,-0.549749134,-0.566440175,1,-0.279421266,-0.611547768,-0.444909581,0.610816288,-0.491292067,0.635219696,-0.007980644,0.598218114,0.611547182,0.603286985,-0.59994694,-0.486565071,-0.277898194,-0.461319328,0.609447003,-0.505172368,0.384252568,0.607343886,-0.566440175,-0.557591739,0.563582238,-0.752330768,-0.463713518,-0.522028687,-0.316497433,-0.578852472,0.477310383,-0.611547768,0.626371691,-0.562377732
17.17.1,0.865200024,0.431115594,0.75775421,-0.0110978,0.875393934,-0.724956475,-0.75922482,-0.78373625,-0.567122416,0.768450635,-0.772086471,0.733915892,-0.808757474,0.777853446,-0.768450635,0.758798865,0.781001892,0.875393934,0.04966267,-0.743552637,0.827997576,0.196401683,-0.816376573,-0.751089522,-0.802446229,0.823789838,-0.718295679,0.768450635,-0.288438865,-0.771609056,0.336379854,-0.792874509,0.768450635,-0.334918261,-0.711195654,0.771893307,0.431115594,0.837240493,-0.496296207,0.814386225,-0.775793926,-0.150178669,0.865200024,-0.264977905,-0.768450635,0.759047411,0.865200024,0.687371067,-0.617922952,0.784216157,0.817796279,-0.279421266,1,0.768450635,0.431115594,-0.77547563,0.931898934,-0.766522722,0.844585496,-0.768668489,-0.768450439,-0.720455854,0.778109507,-0.206584775,0.875393934,0.693723137,-0.755592048,0.7253697,-0.778428239,-0.784498845,0.817796279,0.789500163,-0.776589731,-0.210360299,0.809741612,0.476497294,0.700757661,0.767488342,-0.40001265,0.768450635,-0.692559396,0.744828129
3.4.2,0.920746378,0.763959249,0.986471475,-0.070635092,0.612724107,-0.969087424,-0.974931124,-0.958082296,-0.843272075,1,-0.859483484,0.950357271,-0.940965816,0.823201729,-1,0.996822663,0.998244325,0.612724107,-0.2260907,-0.938699851,0.67962022,-0.235053889,-0.962379013,-0.866759874,-0.938847134,0.930260509,-0.990017227,1,-0.655841166,-0.999163869,0.486759157,-0.97849211,1,-0.45963856,-0.854586569,0.996034242,0.763959249,0.932990361,-0.843670379,0.986104842,-0.997402853,-0.466354777,0.920746378,0.041079297,-1,0.463639546,0.920746378,0.685360535,-0.86555373,0.990333646,0.957977327,-0.611547768,0.768450635,1,0.763959249,-0.997669049,0.897863685,-0.998343653,0.529018415,-0.969909522,-1,-0.969495461,0.99959331,-0.116263965,0.612724107,0.900586735,-0.99091042,0.913962286,-0.880515542,-0.951270151,0.957977327,0.983517664,-0.804917979,0.079037572,0.953587973,0.673537836,0.903807379,0.973396462,-0.559016994,1,-0.967150363,0.966764621
1.5.3,0.552003707,1,0.773903577,0.207841426,0.095110448,-0.728805022,-0.742855327,-0.734113282,-0.500209393,0.763959249,-0.633104364,0.763775254,-0.77183582,0.638687858,-0.763959249,0.769113485,0.780225215,0.095110448,-0.197674604,-0.668834058,0.341560189,-0.092529686,-0.756318985,-0.57313693,-0.711257193,0.704637604,-0.810453125,0.763959249,-0.911078112,-0.754158681,0.481028589,-0.739052288,0.763959249,-0.476841165,-0.681065764,0.784953668,1,0.714357272,-0.680494965,0.750367486,-0.753927562,-0.085143841,0.552003707,-0.249334898,-0.763959249,-0.102705315,0.552003707,0.17174234,-0.521305044,0.727482026,0.802464226,-0.444909581,0.431115594,0.763959249,1,-0.752365278,0.50152093,-0.761445495,0.093749193,-0.725387695,-0.763960861,-0.782917175,0.773459655,-0.112325429,0.095110448,0.803814765,-0.710100301,0.538012537,-0.749466359,-0.678919151,0.802464226,0.81301906,-0.664036121,-0.060889054,0.668274212,0.275469196,0.745785415,0.698567211,-0.356398215,0.763959249,-0.716843848,0.68206125
14.7.1,-0.926848475,-0.752365278,-0.980672837,0.089186112,-0.615900446,0.966828528,0.975400331,0.965140273,0.863228372,-0.997669049,0.888804905,-0.956865481,0.936383651,-0.820410281,0.997669049,-0.994499118,-0.993894231,-0.615900446,0.198434103,0.947192197,-0.66969889,0.209163513,0.966102663,0.892537753,0.950670998,-0.943705194,0.990383808,-0.997669049,0.644741357,0.998617227,-0.491848963,0.976211292,-0.997669049,0.417240193,0.87583621,-0.989618304,-0.752365278,-0.917826663,0.818445945,-0.981323233,0.994930252,0.481244674,-0.926848475,-0.065803978,0.997669049,-0.468693275,-0.926848475,-0.68020892,0.872646154,-0.985941034,-0.95566522,0.610816288,-0.77547563,-0.997669049,-0.752365278,1,-0.895474065,0.996867027,-0.527525145,0.973709493,0.997668933,0.970844497,-0.996930455,0.151741954,-0.615900446,-0.883668327,0.992439839,-0.908600039,0.880060069,0.963227332,-0.95566522,-0.980853201,0.823792109,-0.065509995,-0.946549146,-0.689716315,-0.883309976,-0.977571193,0.557713953,-0.997669049,0.969933568,-0.973796803
17.13.1,0.93727822,0.50152093,0.885094953,-0.140023968,0.852030369,-0.875692292,-0.902636946,-0.863915563,-0.736425166,0.897863685,-0.806428513,0.807970516,-0.868247999,0.840149394,-0.897863685,0.882646332,0.899562009,0.852030369,-0.143187334,-0.87549933,0.801610052,-0.097698709,-0.884458526,-0.825816298,-0.875837474,0.877405456,-0.8558509,0.897863685,-0.421209587,-0.901923166,0.400829911,-0.916742943,0.897863685,-0.375916632,-0.760472823,0.902682972,0.50152093,0.903084992,-0.690603553,0.905281292,-0.907906512,-0.424165257,0.93727822,-0.098827125,-0.897863685,0.756601525,0.93727822,0.753900877,-0.82383281,0.899766832,0.903588339,-0.491292067,0.931898934,0.897863685,0.50152093,-0.895474065,1,-0.901347113,0.766217505,-0.893640129,-0.897863355,-0.859675847,0.900427083,-0.078033122,0.852030369,0.76568009,-0.892744801,0.856564,-0.780174124,-0.885801627,0.903588339,0.884435279,-0.736396604,0.011956481,0.89255185,0.609666183,0.800271927,0.876319501,-0.603711149,0.897863685,-0.848486269,0.865605455
3.2.1,-0.914747822,-0.761445495,-0.98589461,0.09537852,-0.612776021,0.969099246,0.985744961,0.954814044,0.853387984,-0.998343653,0.872910704,-0.9448076,0.932133102,-0.822475521,0.998343653,-0.993048962,-0.99499955,-0.612776021,0.242273336,0.950081337,-0.668434405,0.249836289,0.957116478,0.876785991,0.942835609,-0.933541516,0.993221767,-0.998343653,0.670601049,0.998921725,-0.483949423,0.979964659,-0.998343653,0.419275461,0.856623097,-0.995744605,-0.761445495,-0.91836911,0.838819175,-0.976535172,0.996779859,0.498087835,-0.914747822,-0.047139727,0.998343653,-0.473041953,-0.914747822,-0.660729141,0.882335492,-0.982003962,-0.964204363,0.635219696,-0.766522722,-0.998343653,-0.761445495,0.996867027,-0.901347113,1,-0.518338348,0.974062546,0.998343674,0.97415767,-0.997735459,0.110277441,-0.612776021,-0.885210616,0.987735437,-0.89719653,0.859276315,0.954662342,-0.964204363,-0.983910169,0.798918865,-0.097643385,-0.936994074,-0.664848901,-0.882891625,-0.967399839,0.598131155,-0.998343653,0.97339628,-0.962738867
1.5.2,0.646176594,0.093749193,0.510179861,0.222303823,0.949031336,-0.453081536,-0.482831196,-0.561867982,-0.42642023,0.529018415,-0.449728668,0.559565591,-0.502200397,0.435760964,-0.529018415,0.546542692,0.536238048,0.949031336,0.061645526,-0.530465339,0.940757975,0.015713255,-0.5686926,-0.404682849,-0.474672261,0.461616184,-0.443095765,0.529018415,0.097590062,-0.520942902,0.084267718,-0.492070123,0.529018415,-0.423894908,-0.442581747,0.534480092,0.093749193,0.666823876,-0.411338687,0.598124743,-0.515060058,-0.04925438,0.646176594,-0.107649122,-0.529018415,0.811017545,0.646176594,0.733283851,-0.363448942,0.594205289,0.524007759,-0.007980644,0.844585496,0.529018415,0.093749193,-0.527525145,0.766217505,-0.518338348,1,-0.50869618,-0.529018584,-0.418492568,0.534417239,-0.305079096,0.949031336,0.552278024,-0.506122443,0.572031366,-0.554244528,-0.476418096,0.524007759,0.557038823,-0.420573427,-0.204297276,0.658365015,0.219158246,0.56529161,0.501979256,-0.183474192,0.529018415,-0.508527231,0.531606168
9.1.2,-0.943600477,-0.725387695,-0.924372473,0.052643026,-0.596586041,0.947470703,0.968842399,0.921803922,0.862125157,-0.969909522,0.893782047,-0.908507,0.917233937,-0.874449332,0.969909522,-0.958473715,-0.962373477,-0.596586041,0.195019962,0.943569012,-0.608580846,0.147544456,0.93734992,0.918452645,0.971633292,-0.929980438,0.976739284,-0.969909522,0.682301959,0.974453455,-0.647911312,0.975747135,-0.969909522,0.375661171,0.893850481,-0.968384617,-0.725387695,-0.876532497,0.754205776,-0.943998862,0.97479703,0.498335001,-0.943600477,0.021588447,0.969909522,-0.455552072,-0.943600477,-0.614663857,0.900565511,-0.954479415,-0.969516295,0.598218114,-0.768668489,-0.969909522,-0.725387695,0.973709493,-0.893640129,0.974062546,-0.50869618,1,0.969909581,0.99084803,-0.969499722,0.161796805,-0.596586041,-0.792523255,0.97074052,-0.849149618,0.858852353,0.982412043,-0.969516295,-0.946041348,0.783677248,-0.092636486,-0.904679588,-0.62528569,-0.831954539,-0.921752232,0.632913209,-0.969909522,0.940275737,-0.980967318
15.1.1,-0.920745638,-0.763960861,-0.986471475,0.070632135,-0.612723653,0.969087086,0.974931193,0.95808223,0.843271498,-1,0.85948301,-0.95035765,0.940965723,-0.823201425,1,-0.996822785,-0.998244396,-0.612723653,0.22609147,0.938699901,-0.679620931,0.235054446,0.962379008,0.866758807,0.938846826,-0.930259841,0.990017432,-1,0.655842762,0.999163774,-0.486759557,0.978491875,-1,0.459639867,0.854586473,-0.996034503,-0.763960861,-0.932990626,0.843671074,-0.986104842,0.997402728,0.46635335,-0.920745638,-0.041077576,1,-0.463638386,-0.920745638,-0.685359081,0.865552912,-0.990333634,-0.957977878,0.611547182,-0.768450439,-1,-0.763960861,0.997668933,-0.897863355,0.998343674,-0.529018584,0.969909581,1,0.96949556,-0.999593365,0.116264684,-0.612723653,-0.900587531,0.990909973,-0.913961187,0.880515741,0.951269613,-0.957977878,-0.983518174,0.804917304,-0.079037213,-0.953587819,-0.673535054,-0.903807826,-0.97339572,0.559017134,-1,0.967150547,-0.966764375
16.2.2,-0.915065058,-0.782917175,-0.932976318,0.092904634,-0.507390203,0.966109152,0.973346101,0.925434729,0.8480527,-0.969495461,0.884729123,-0.891603279,0.91782593,-0.888263359,0.969495461,-0.955966425,-0.964206612,-0.507390203,0.179662977,0.940232284,-0.541566498,0.152459845,0.94276339,0.910268058,0.960725174,-0.931643026,0.983316506,-0.969495461,0.757453613,0.974345208,-0.651476307,0.981448161,-0.969495461,0.384637504,0.899510793,-0.970943929,-0.782917175,-0.872623522,0.749344905,-0.938374814,0.977061804,0.501631301,-0.915065058,0.045852631,0.969495461,-0.366437613,-0.915065058,-0.552601103,0.907808707,-0.943778902,-0.971500148,0.603286985,-0.720455854,-0.969495461,-0.782917175,0.970844497,-0.859675847,0.97415767,-0.418492568,0.99084803,0.96949556,1,-0.969834511,0.13868452,-0.507390203,-0.796699325,0.969072474,-0.837904084,0.844448977,0.974373507,-0.971500148,-0.947233848,0.773836968,-0.068536779,-0.885462319,-0.63617192,-0.841704407,-0.926650039,0.656880215,-0.969495461,0.934834893,-0.963177989
3.2.2,0.920979336,0.773459655,0.986945781,-0.059456762,0.613431812,-0.96872532,-0.974653263,-0.960003039,-0.833463383,0.99959331,-0.860682105,0.950100816,-0.945894633,0.830769378,-0.99959331,0.996385699,0.999226674,0.613431812,-0.215518277,-0.937255569,0.684688314,-0.216826912,-0.966530691,-0.86501528,-0.940184343,0.933041689,-0.989568126,0.99959331,-0.663454637,-0.998502962,0.489875566,-0.979822907,0.99959331,-0.467661114,-0.857547671,0.997102923,0.773459655,0.939023456,-0.838317968,0.988189576,-0.997248621,-0.447099704,0.920979336,0.015928272,-0.99959331,0.46062677,0.920979336,0.678286887,-0.858581204,0.989921907,0.963443865,-0.59994694,0.778109507,0.99959331,0.773459655,-0.996930455,0.900427083,-0.997735459,0.534417239,-0.969499722,-0.999593365,-0.969834511,1,-0.121431874,0.613431812,0.905047367,-0.988566555,0.909411859,-0.886766724,-0.950494134,0.963443865,0.986625671,-0.810311641,0.060722241,0.954453251,0.662869244,0.908047634,0.972159829,-0.556181312,0.99959331,-0.963312906,0.963760695
17.4.1,-0.133160463,-0.112325429,-0.055242638,-0.298237289,-0.128207065,0.148899161,0.102525917,0.355647931,0.395509712,-0.116263965,0.34488126,-0.274575194,-0.027756195,-0.059836359,0.116263965,-0.163970748,-0.104086764,-0.128207065,-0.690148999,0.318082731,-0.26570011,-0.211919681,0.310790929,0.195222087,0.103368738,-0.093204586,0.127234784,-0.116263965,0.065287297,0.117268439,-0.16554759,0.04502763,-0.116263965,0.094517716,0.523854369,-0.107026599,-0.112325429,-0.115321809,-0.194344535,-0.129713027,0.086429715,0.010704501,-0.133160463,-0.072141902,0.116263965,0.11319269,-0.133160463,0.05751511,0.111358877,-0.133259365,-0.129830921,-0.486565071,-0.206584775,-0.116263965,-0.112325429,0.151741954,-0.078033122,0.110277441,-0.305079096,0.161796805,0.116264684,0.13868452,-0.121431874,1,-0.128207065,-0.089127726,0.108883496,-0.014124904,0.1554574,0.145001153,-0.129830921,-0.191175053,0.036443964,0.698206864,-0.11435882,0.089224796,-0.145198642,-0.11382178,0.061999347,-0.116263965,0.219570742,-0.207480103
1.5.1,0.721151947,0.095110448,0.604615575,-0.011746878,1,-0.532813626,-0.599903331,-0.599608614,-0.525010736,0.612724107,-0.562699654,0.608199719,-0.576942344,0.487322187,-0.612724107,0.613892326,0.611411727,1,-0.120794435,-0.614385312,0.900184418,-0.088495136,-0.597777598,-0.545497502,-0.588052163,0.583708626,-0.536925714,0.612724107,0.05819394,-0.612374456,0.070979345,-0.591947819,0.612724107,-0.245485653,-0.460991482,0.608596482,0.095110448,0.67052763,-0.503068511,0.648282366,-0.60710921,-0.262790887,0.721151947,0.028594705,-0.612724107,0.940687859,0.721151947,0.789351059,-0.512380183,0.652446893,0.595614795,-0.277898194,0.875393934,0.612724107,0.095110448,-0.615900446,0.852030369,-0.612776021,0.949031336,-0.596586041,-0.612723653,-0.507390203,0.613431812,-0.128207065,1,0.558642172,-0.601813237,0.648903848,-0.551832487,-0.587815921,0.595614795,0.615121707,-0.52632805,0.020158048,0.69051399,0.385801033,0.536443413,0.598454415,-0.323862163,0.612724107,-0.601204281,0.60574189
3.3.5,0.745700472,0.803814765,0.92613914,0.181610345,0.558642172,-0.822332041,-0.821756645,-0.865965903,-0.619893574,0.900586735,-0.649629253,0.9162109,-0.873772374,0.62987204,-0.900586735,0.919642141,0.9160191,0.558642172,-0.258740773,-0.765895708,0.770237025,-0.263510163,-0.867929564,-0.602246388,-0.756838282,0.769070701,-0.870731386,0.900586735,-0.569674116,-0.88392223,0.245519819,-0.828046513,0.900586735,-0.657622644,-0.665921849,0.905695632,0.803814765,0.927798504,-0.888931933,0.92846961,-0.878602433,-0.155911201,0.745700472,-0.033438204,-0.900586735,0.359435913,0.745700472,0.665139725,-0.5867279,0.917304599,0.837158168,-0.461319328,0.693723137,0.900586735,0.803814765,-0.883668327,0.76568009,-0.885210616,0.552278024,-0.792523255,-0.900587531,-0.796699325,0.905047367,-0.089127726,0.558642172,1,-0.854515806,0.83514985,-0.871426059,-0.745815232,0.837158168,0.925948716,-0.735051916,-0.006434804,0.919183293,0.478299853,0.932386374,0.869432414,-0.270492519,0.900586735,-0.852741857,0.809975879
2.1.2,-0.946071597,-0.710100301,-0.967407052,0.141721389,-0.601813237,0.975246316,0.961091038,0.94983529,0.862116538,-0.99091042,0.86500431,-0.926532083,0.93651631,-0.84270438,0.99091042,-0.983556266,-0.98598912,-0.601813237,0.18469139,0.928956046,-0.631094881,0.199999011,0.955844307,0.899879305,0.947026664,-0.939796106,0.977127567,-0.99091042,0.613354167,0.993299373,-0.52486366,0.980920191,-0.99091042,0.431413692,0.865127557,-0.978870117,-0.710100301,-0.914726046,0.803990098,-0.977141563,0.993396813,0.506455052,-0.946071597,-0.081838868,0.99091042,-0.468943574,-0.946071597,-0.71927737,0.891629539,-0.984028869,-0.934309173,0.609447003,-0.755592048,-0.99091042,-0.710100301,0.992439839,-0.892744801,0.987735437,-0.506122443,0.97074052,0.990909973,0.969072474,-0.988566555,0.108883496,-0.601813237,-0.854515806,1,-0.940343897,0.875838025,0.969193297,-0.934309173,-0.95342015,0.809613903,-0.085791631,-0.951802063,-0.752719402,-0.886613373,-0.983332929,0.552133227,-0.99091042,0.949705882,-0.979039485
15.6.1,0.913173048,0.538012537,0.901871542,-0.171594028,0.648903848,-0.902714673,-0.834443941,-0.869536632,-0.753720583,0.913962286,-0.700429277,0.837895164,-0.881958707,0.758986435,-0.913962286,0.911101159,0.914049501,0.648903848,-0.145474791,-0.796665934,0.669956692,-0.204218342,-0.877393372,-0.77395453,-0.824540147,0.839841998,-0.857467747,0.913962286,-0.374498605,-0.911858089,0.380898258,-0.89545428,0.913962286,-0.544365975,-0.721626596,0.891881329,0.538012537,0.909195964,-0.783566214,0.935774112,-0.916328044,-0.421596676,0.913173048,0.143192072,-0.913962286,0.534764947,0.913173048,0.883084665,-0.782981285,0.940902266,0.794100082,-0.505172368,0.7253697,0.913962286,0.538012537,-0.908600039,0.856564,-0.89719653,0.572031366,-0.849149618,-0.913961187,-0.837904084,0.909411859,-0.014124904,0.648903848,0.83514985,-0.940343897,1,-0.843719831,-0.861657899,0.794100082,0.848776653,-0.739140345,0.074449189,0.958332469,0.830087178,0.897103179,0.949108961,-0.364883935,0.913962286,-0.841084961,0.89940491
17.3.1,-0.885034787,-0.749466359,-0.844331043,-0.222398901,-0.551832487,0.808832463,0.783879421,0.841039002,0.603127185,-0.880515542,0.736886931,-0.887126194,0.951109047,-0.79801011,0.880515542,-0.884574455,-0.894988184,-0.551832487,0.089374357,0.723489178,-0.658679067,-0.118515506,0.881919578,0.756118834,0.88279378,-0.860405918,0.857031779,-0.880515542,0.532009767,0.872333399,-0.582133935,0.866177218,-0.880515542,0.608386966,0.76743116,-0.871151285,-0.749466359,-0.909410647,0.71010772,-0.931366473,0.875288233,0.045045418,-0.885034787,0.194566443,0.880515542,-0.353823004,-0.885034787,-0.699222467,0.591186359,-0.913412692,-0.859843602,0.384252568,-0.778428239,-0.880515542,-0.749466359,0.880060069,-0.780174124,0.859276315,-0.554244528,0.858852353,0.880515741,0.844448977,-0.886766724,0.1554574,-0.551832487,-0.871426059,0.875838025,-0.843719831,1,0.860027764,-0.859843602,-0.870280223,0.876855681,0.079262165,-0.939307642,-0.560023088,-0.8855358,-0.868263411,0.179666508,-0.880515542,0.768400754,-0.890284128
9.4.1,-0.960265476,-0.678919151,-0.907667704,0.167198935,-0.587815921,0.939528384,0.949064697,0.913570414,0.850979824,-0.951270151,0.928830662,-0.883849664,0.925556577,-0.889975745,0.951270151,-0.933414058,-0.943468746,-0.587815921,0.13047239,0.919108827,-0.5505912,0.04291076,0.93081167,0.96963527,0.989768363,-0.970168818,0.954914216,-0.951270151,0.629576724,0.960693916,-0.63742046,0.97310432,-0.951270151,0.287515171,0.901181773,-0.938069065,-0.678919151,-0.847864865,0.68321415,-0.929257357,0.96233931,0.501630262,-0.960265476,-0.003079911,0.951270151,-0.476298529,-0.960265476,-0.632789227,0.899949731,-0.932452662,-0.943924955,0.607343886,-0.784498845,-0.951270151,-0.678919151,0.963227332,-0.885801627,0.954662342,-0.476418096,0.982412043,0.951269613,0.974373507,-0.950494134,0.145001153,-0.587815921,-0.745815232,0.969193297,-0.861657899,0.860027764,1,-0.943924955,-0.914192168,0.849683494,-0.067846519,-0.889475712,-0.724498847,-0.786903306,-0.940292091,0.593490458,-0.951270151,0.904715035,-0.97187478
7.b.1,0.900498571,0.802464226,0.938367618,-0.010609006,0.595614795,-0.931006442,-0.970124168,-0.91706242,-0.764665179,0.957977327,-0.879445619,0.89323367,-0.935750784,0.888560578,-0.957977327,0.945342236,0.961690279,0.595614795,-0.191148399,-0.92355622,0.646386852,-0.087913808,-0.942797123,-0.87011333,-0.95283884,0.933686094,-0.965996866,0.957977327,-0.748634851,-0.959892549,0.579240817,-0.971172506,0.957977327,-0.401913748,-0.864969615,0.971059278,0.802464226,0.905503157,-0.748103133,0.942158349,-0.963462995,-0.37813612,0.900498571,-0.185237231,-0.957977327,0.447141336,0.900498571,0.535620028,-0.838248903,0.933145291,1,-0.566440175,0.817796279,0.957977327,0.802464226,-0.95566522,0.903588339,-0.964204363,0.524007759,-0.969516295,-0.957977878,-0.971500148,0.963443865,-0.129830921,0.595614795,0.837158168,-0.934309173,0.794100082,-0.859843602,-0.943924955,1,0.968057589,-0.804511612,0.009092842,0.885078422,0.525954251,0.84344345,0.900922186,-0.636269459,0.957977327,-0.912733609,0.920141315
2.1.1,0.872756713,0.81301906,0.981070458,0.012830565,0.615121707,-0.940919836,-0.967684512,-0.964057827,-0.811457439,0.983517664,-0.864573289,0.96173255,-0.92051136,0.789753675,-0.983517664,0.986704663,0.985956183,0.615121707,-0.197391849,-0.940410586,0.725631,-0.215616078,-0.964953969,-0.826548332,-0.913559634,0.911026933,-0.979519065,0.983517664,-0.691904066,-0.98016325,0.432396741,-0.950139289,0.983517664,-0.462024591,-0.857735299,0.988046544,0.81301906,0.930999739,-0.828344004,0.972277841,-0.97477814,-0.393365385,0.872756713,-0.023768225,-0.983517664,0.440018598,0.872756713,0.608571217,-0.812274647,0.968881425,0.968057589,-0.557591739,0.789500163,0.983517664,0.81301906,-0.980853201,0.884435279,-0.983910169,0.557038823,-0.946041348,-0.983518174,-0.947233848,0.986625671,-0.191175053,0.615121707,0.925948716,-0.95342015,0.848776653,-0.870280223,-0.914192168,0.968057589,1,-0.797722099,-0.003444977,0.92709444,0.561713882,0.895634127,0.94211671,-0.553800899,0.983517664,-0.963591438,0.928966616
