,13.1.3,13.1.2,8.8.2,17.9.1,13.1.1,3.b.1,11.6.2,10.4.1,6.5.1,1.a.2,4.2.2,15.8.1,7.1.1,3.d.2,7.3.1,7.1.2,17.8.1,11.5.1,4.5.1,6.2.1,11.5.2,12.4.2,8.9.1,3.8.2,4.3.1,7.2.1,2.a.1,6.4.2,6.6.1,3.8.1,10.5.1,6.4.1,10.7.3,11.1.1,2.c.1,14.1.1,1.1.1,12.c.1,11.b.1,2.2.2,9.5.2,3.4.1,15.5.1,8.3.1,1.5.4,8.1.1,3.6.1,16.6.1,11.b.2,2.2.1,9.5.1,1.3.1,12.a.1,7.a.1,17.17.1,3.4.2,1.5.3,14.7.1,17.13.1,3.2.1,1.5.2,9.1.2,5.b.1,15.1.1,16.2.2,3.2.2,17.4.1,1.5.1,3.3.5,2.1.2,15.6.1,17.3.1,1.2.1,9.4.1,7.b.1,12.b.1,2.1.1,17.1.1,8.2.1,17.3.2,10.c.1,3.3.3,2.5.1,1.4.1,3.3.2,16.3.2,2.5.2,15.2.1
8.1.1,0.244464462,-0.152211396,0.493407027,-0.344264568,-0.029365243,0.442225988,0.174905504,-0.462147804,-0.518650123,-0.428136412,-0.430698858,-0.231630491,0.596867722,0.518650123,0.696686712,0.573899684,-0.35295839,-0.029365243,-0.422144063,0.526167882,-0.283024192,0.064583569,-0.695852627,0.168537435,0.518265279,-0.294552529,-0.266503269,0.642674796,-0.409044843,-0.518650123,0.654538402,-0.410468075,-0.119855226,0.515755337,-0.141253104,-0.408551138,0.636370387,-0.32187718,-0.152211396,0.546011969,0.518711669,-0.518650123,-0.532579175,-0.522796286,0.244464462,1,0.518650123,0.826221947,0.244464462,-0.421941721,0.56737378,-0.538773213,0.568199383,-0.39729997,-0.151774255,0.518650123,-0.152211396,-0.215447556,-0.570129706,0.541074777,-0.283024192,-0.417198198,0.52238273,0.521913237,0.530136522,0.528506301,-0.767715964,-0.029365243,0.659395777,-0.064754522,0.544743917,-0.140289613,-0.518650123,0.584513679,0.568199383,-0.30811795,0.750377452,0.542412287,0.019709787,-0.639614251,-0.536978906,0.643526114,0.63310453,0.541040051,-0.51793685,-0.518650123,-0.407282187,0.425532055
3.6.1,0.44246566,-0.645497224,0.972742952,-0.169370127,-0.500471851,0.947970588,0.857708735,-0.98666607,-1,-0.956260999,-0.953124474,-0.891132789,0.969681339,1,0.949117265,0.996422726,-0.977020116,-0.500471851,-0.976611248,0.996545339,0.322869592,0.819580559,-0.719194952,0.830851121,0.999891095,-0.922185747,-0.906391982,0.976944,-0.988789862,-1,0.92674848,-0.989913047,-0.099666344,0.975569521,-0.218487795,-0.875715646,0.982299787,-0.756818724,-0.645497224,0.997685026,0.994953333,-1,-0.999271408,-0.995391,0.44246566,0.518650123,1,0.403994126,0.44246566,-0.970368244,0.968422064,-0.988487968,0.968282984,-0.917190708,-0.509111881,1,-0.645497224,0.399076384,-0.878040184,0.999381011,0.322869592,-0.974059274,0.987580369,0.991325694,0.933065893,0.999358489,-0.427823546,-0.500471851,0.951428754,0.148123415,0.993428291,0.127761743,-1,0.990260409,0.968282984,-0.915447312,0.925560859,0.996340539,0.644230142,-0.458515635,-0.914749325,0.974010117,0.901008235,0.996532064,-0.99951551,-1,-0.917921429,0.885993582
16.6.1,0.469288885,-0.211343437,0.431395806,-0.421286475,0.219197543,0.431984314,0.298794913,-0.385070938,-0.403994126,-0.420534417,-0.470093537,-0.108191903,0.492677114,0.403994126,0.640536651,0.455914806,-0.25760968,0.219197543,-0.41324349,0.406749357,-0.485728574,0.106179954,-0.624235651,0.284745055,0.40574877,-0.114415853,-0.105680714,0.577817868,-0.27236967,-0.403994126,0.624715774,-0.278727492,-0.482118893,0.509867854,0.127612247,-0.378599343,0.479385937,-0.092598105,-0.211343437,0.429451948,0.389300006,-0.403994126,-0.421881222,-0.44250004,0.469288885,0.826221947,0.403994126,1,0.469288885,-0.313432109,0.531692976,-0.418723119,0.416003098,-0.200933911,-0.073872236,0.403994126,-0.211343437,-0.368626412,-0.589881874,0.424151271,-0.485728574,-0.30634687,0.465756674,0.376485104,0.315878821,0.421443526,-0.434275122,0.219197543,0.589705847,-0.172399746,0.435731829,-0.515944521,-0.403994126,0.488511393,0.416003098,-0.288091264,0.6058658,0.452453143,-0.120314297,-0.552618353,-0.538910343,0.435198399,0.540534483,0.41778455,-0.417735334,-0.403994126,-0.224709393,0.17526409
11.b.2,1,-0.676105552,0.472808138,0.033007825,-0.115533827,0.550125066,0.484437813,-0.38493497,-0.44246566,-0.413165829,-0.493762373,-0.444613709,0.458730951,0.44246566,0.523027146,0.416328799,-0.464193105,-0.115533827,-0.459463465,0.45390947,-0.262973471,0.313672226,-0.415703106,0.354961139,0.443656219,-0.357082992,-0.185904676,0.493421341,-0.419103178,-0.44246566,0.379270141,-0.402856946,-0.476490528,0.50736968,0.400042139,-0.508841781,0.45776597,-0.247504528,-0.676105552,0.42604776,0.372763953,-0.44246566,-0.436062118,-0.524093448,1,0.244464462,0.44246566,0.469288885,1,-0.495059796,0.482118768,-0.401712936,0.47364971,-0.468045981,0.214287079,0.44246566,-0.676105552,0.235264042,-0.456672823,0.431742745,-0.262973471,-0.524260285,0.446310701,0.383330932,0.389859255,0.433623692,-0.231592948,-0.115533827,0.373968047,-0.367156591,0.47037896,-0.255110494,-0.44246566,0.472721491,0.47364971,-0.377854523,0.299049617,0.425280359,0.074906554,-0.392941357,-0.683208366,0.325159082,0.355585646,0.444626425,-0.454600012,-0.44246566,-0.562405388,0.09915904
2.2.1,-0.495059796,0.741346803,-0.924734974,0.139456293,0.492741305,-0.936660346,-0.820764955,0.962215424,0.970368244,0.931993546,0.907835341,0.969189759,-0.930245969,-0.970368244,-0.900690024,-0.952734419,0.98280028,0.492741305,0.941053912,-0.955744067,-0.285990089,-0.786680946,0.70936151,-0.822729444,-0.970307301,0.935450135,0.913902373,-0.927221864,0.977707626,0.970368244,-0.852577622,0.973319367,0.04644707,-0.928538725,0.165032528,0.903482247,-0.946340993,0.729184731,0.741346803,-0.951973302,-0.962697555,0.970368244,0.966831929,0.970110372,-0.495059796,-0.421941721,-0.970368244,-0.313432109,-0.495059796,1,-0.914507988,0.959850414,-0.943351921,0.929202319,0.4741391,-0.970368244,0.741346803,-0.421780833,0.872185634,-0.963713777,-0.285990089,0.979694795,-0.949384676,-0.970667793,-0.902067224,-0.963937172,0.376117692,0.492741305,-0.873195044,-0.021480219,-0.964566699,-0.244632409,0.970368244,-0.952597764,-0.943351921,0.85864039,-0.838757601,-0.955488394,-0.668977576,0.37507709,0.929934104,-0.926181796,-0.77476708,-0.964917698,0.971424173,0.970368244,0.944126666,-0.862432643
9.5.1,0.482118768,-0.625113754,0.986912684,-0.111291636,-0.343892763,0.947609776,0.883451002,-0.946043213,-0.968422064,-0.9329291,-0.979245517,-0.806684958,0.945596092,0.968422064,0.948937247,0.974256582,-0.922076652,-0.343892763,-0.974438193,0.962804917,0.23923817,0.844110341,-0.677852084,0.793340117,0.967333646,-0.818185525,-0.804764443,0.988596624,-0.934684755,-0.968422064,0.951045881,-0.934074986,-0.283724116,0.990834185,-0.199546409,-0.836851003,0.947159011,-0.633259042,-0.625113754,0.972116752,0.964260597,-0.968422064,-0.97217973,-0.974869189,0.482118768,0.56737378,0.968422064,0.531692976,0.482118768,-0.914507988,1,-0.962833703,0.921048102,-0.803615243,-0.55174055,0.968422064,-0.625113754,0.298131684,-0.923628108,0.971387855,0.23923817,-0.906149693,0.962045567,0.938146788,0.922429687,0.972534205,-0.477475703,-0.343892763,0.97265559,0.215966612,0.970335066,-0.060659225,-0.968422064,0.968236449,0.921048102,-0.935354592,0.924925959,0.976893256,0.642922158,-0.41516497,-0.90074575,0.929132802,0.923007918,0.957625394,-0.971179824,-0.968422064,-0.829535125,0.779185939
1.3.1,-0.401712936,0.563885558,-0.966583625,0.195448593,0.529253882,-0.916273866,-0.856533284,0.973687711,0.988487968,0.945252492,0.948356117,0.880874039,-0.967661802,-0.988487968,-0.941631734,-0.99137874,0.950439184,0.529253882,0.968627338,-0.978009895,-0.350960451,-0.815983461,0.706783055,-0.821286336,-0.988380316,0.90503985,0.885905994,-0.969415203,0.969297324,0.988487968,-0.945124376,0.976569252,0.163728589,-0.969661254,0.149016116,0.814593563,-0.972485138,0.780158894,0.563885558,-0.985176495,-0.982283929,0.988487968,0.992302767,0.980966346,-0.401712936,-0.538773213,-0.988487968,-0.418723119,-0.401712936,0.959850414,-0.962833703,1,-0.953423368,0.901471252,0.602907295,-0.988487968,0.563885558,-0.394482203,0.917729319,-0.990784974,-0.350960451,0.948790879,-0.982784513,-0.975714545,-0.922324408,-0.990792381,0.424138655,0.529253882,-0.962798202,-0.210652838,-0.969483204,-0.067700665,0.988487968,-0.980192918,-0.953423368,0.920195494,-0.941760489,-0.990012748,-0.603534981,0.408329262,0.87584231,-0.973486066,-0.890635799,-0.976092566,0.986583729,0.988487968,0.897977601,-0.856231896
12.a.1,0.47364971,-0.651039842,0.94548215,-0.088073554,-0.484214438,0.866908341,0.785209831,-0.93678922,-0.968282984,-0.869675464,-0.879893121,-0.866218012,0.909107231,0.968282984,0.960601556,0.964571272,-0.933396832,-0.484214438,-0.909909618,0.964786023,0.349377096,0.718881181,-0.658463788,0.725029915,0.970666344,-0.862078058,-0.841768229,0.953094315,-0.949116353,-0.968282984,0.913617577,-0.951425946,-0.078650256,0.935443649,-0.125209121,-0.834910936,0.988942353,-0.722653624,-0.651039842,0.966026919,0.962351186,-0.968282984,-0.969260908,-0.966178314,0.47364971,0.568199383,0.968282984,0.416003098,0.47364971,-0.943351921,0.921048102,-0.953423368,1,-0.914499203,-0.439737914,0.968282984,-0.651039842,0.499329877,-0.827636204,0.967672242,0.349377096,-0.971253179,0.941078273,0.957674805,0.877926055,0.964814982,-0.482540922,-0.484214438,0.896861665,0.137618921,0.964243718,0.164180826,-0.968282984,0.984302967,1,-0.862317422,0.915010031,0.954993064,0.532267019,-0.437897338,-0.893075673,0.954473563,0.893043238,0.969881809,-0.964948813,-0.968282984,-0.949576678,0.850682982
7.a.1,-0.468045981,0.592044056,-0.832987128,0.227477514,0.736451329,-0.839105804,-0.725394523,0.899209081,0.917190708,0.857933957,0.801154795,0.892899577,-0.903662373,-0.917190708,-0.83437999,-0.89904444,0.928031446,0.736451329,0.855052022,-0.924126888,-0.361477853,-0.668897777,0.709705415,-0.759446833,-0.917958866,0.965172788,0.887875144,-0.839154855,0.937315585,0.917190708,-0.761272051,0.940875831,-0.080983218,-0.835440746,0.098931901,0.792566853,-0.912376199,0.896556973,0.592044056,-0.906074281,-0.891241965,0.917190708,0.909272992,0.911558052,-0.468045981,-0.39729997,-0.917190708,-0.200933911,-0.468045981,0.929202319,-0.803615243,0.901471252,-0.914499203,1,0.316603331,-0.917190708,0.592044056,-0.531058317,0.703786273,-0.911321924,-0.361477853,0.958091785,-0.900366212,-0.926443521,-0.846615703,-0.909230131,0.334590782,0.736451329,-0.800227928,0.004594537,-0.89561775,-0.293776314,0.917190708,-0.894657266,-0.914499203,0.770364377,-0.79879904,-0.893549651,-0.496295794,0.530864574,0.842276452,-0.907488143,-0.75922048,-0.921928409,0.911587016,0.917190708,0.966926594,-0.863480422
17.17.1,0.214287079,-0.01063822,-0.579535003,-0.060853612,0.270444294,-0.379913262,-0.596038942,0.51650165,0.509111881,0.492089542,0.564778024,0.469515358,-0.448514006,-0.509111881,-0.419887237,-0.529994613,0.452858117,0.270444294,0.557401055,-0.460196127,-0.604916057,-0.677034327,0.073675566,-0.46813247,-0.508332108,0.405917884,0.486717963,-0.491918046,0.490301118,0.509111881,-0.609705938,0.517054207,0.336056519,-0.542533601,0.043339589,0.200995612,-0.450913725,0.374008245,-0.01063822,-0.504561129,-0.540342583,0.509111881,0.530828225,0.469133192,0.214287079,-0.151774255,-0.509111881,-0.073872236,0.214287079,0.4741391,-0.55174055,0.602907295,-0.439737914,0.316603331,1,-0.509111881,-0.01063822,-0.299751305,0.669088771,-0.519118018,-0.604916057,0.394013235,-0.508992856,-0.476098606,-0.488802718,-0.524020147,0.115313828,0.270444294,-0.574681954,-0.722803138,-0.44772038,0.144655251,0.509111881,-0.489311799,-0.439737914,0.682910525,-0.550618278,-0.533400054,-0.473419472,-0.328439348,0.222092212,-0.504475956,-0.479586073,-0.449138785,0.501230806,0.509111881,0.328085545,-0.405912193
3.4.2,0.44246566,-0.645497224,0.972742952,-0.169370127,-0.500471851,0.947970588,0.857708735,-0.98666607,-1,-0.956260999,-0.953124474,-0.891132789,0.969681339,1,0.949117265,0.996422726,-0.977020116,-0.500471851,-0.976611248,0.996545339,0.322869592,0.819580559,-0.719194952,0.830851121,0.999891095,-0.922185747,-0.906391982,0.976944,-0.988789862,-1,0.92674848,-0.989913047,-0.099666344,0.975569521,-0.218487795,-0.875715646,0.982299787,-0.756818724,-0.645497224,0.997685026,0.994953333,-1,-0.999271408,-0.995391,0.44246566,0.518650123,1,0.403994126,0.44246566,-0.970368244,0.968422064,-0.988487968,0.968282984,-0.917190708,-0.509111881,1,-0.645497224,0.399076384,-0.878040184,0.999381011,0.322869592,-0.974059274,0.987580369,0.991325694,0.933065893,0.999358489,-0.427823546,-0.500471851,0.951428754,0.148123415,0.993428291,0.127761743,-1,0.990260409,0.968282984,-0.915447312,0.925560859,0.996340539,0.644230142,-0.458515635,-0.914749325,0.974010117,0.901008235,0.996532064,-0.99951551,-1,-0.917921429,0.885993582
1.5.3,-0.676105552,1,-0.627902876,-0.161270617,-0.008632565,-0.751958325,-0.553648608,0.63689021,0.645497224,0.617263821,0.615239203,0.766964989,-0.558519131,-0.645497224,-0.61265256,-0.597010496,0.735554756,-0.008632565,0.63039985,-0.634356754,0.072208081,-0.529036976,0.464238345,-0.536312093,-0.645426926,0.59526834,0.591237388,-0.630614641,0.676372332,0.645497224,-0.463860686,0.638986124,-0.033453861,-0.629727418,0.206848789,0.873046626,-0.620471918,0.194694385,1,-0.614108246,-0.642239615,0.645497224,0.6290866,0.680597513,-0.676105552,-0.152211396,-0.645497224,-0.211343437,-0.676105552,0.741346803,-0.625113754,0.563885558,-0.651039842,0.592044056,-0.01063822,-0.645497224,1,-0.257602698,0.543951972,-0.6241123,0.072208081,0.725965626,-0.593912476,-0.645671618,-0.602291444,-0.625412585,0.280221377,-0.008632565,-0.469393343,0.351703895,-0.701615897,-0.354201768,0.645497224,-0.639210345,-0.651039842,0.520576103,-0.39782969,-0.609750593,-0.639991255,0.219738919,0.829549862,-0.523229637,-0.404281756,-0.661484661,0.65837074,0.645497224,0.697851865,-0.533101618
14.7.1,0.235264042,-0.257602698,0.445525613,0.475172475,-0.615843067,0.220561542,0.481636898,-0.341952585,-0.399076384,-0.230733225,-0.319481646,-0.498850835,0.242208984,0.399076384,0.28740823,0.35932402,-0.448999083,-0.615843067,-0.358294165,0.397772268,0.828152221,0.49057908,0.206703114,0.247958379,0.404400617,-0.449354635,-0.371674061,0.284523892,-0.456683543,-0.399076384,0.281195285,-0.470516345,-0.084875852,0.357577034,0.27260598,-0.162694766,0.391924916,-0.491902916,-0.257602698,0.383940759,0.375553179,-0.399076384,-0.395894894,-0.394512779,0.235264042,-0.215447556,0.399076384,-0.368626412,0.235264042,-0.421780833,0.298131684,-0.394482203,0.499329877,-0.531058317,-0.299751305,0.399076384,-0.257602698,1,-0.184264196,0.385599917,0.828152221,-0.511122655,0.333321908,0.351514822,0.334093925,0.386787908,-0.000440007,-0.615843067,0.207763748,0.466164199,0.348724478,0.176194168,-0.399076384,0.394110073,0.499329877,-0.525983062,0.233445738,0.348555877,0.224640596,0.209393138,-0.214858884,0.329201027,0.359521909,0.37069954,-0.381261318,-0.399076384,-0.61173059,0.296268201
17.13.1,-0.456672823,0.543951972,-0.895661636,0.195827847,0.264553497,-0.853343925,-0.814701513,0.867176915,0.878040184,0.869895928,0.910444703,0.789239726,-0.874619436,-0.878040184,-0.889976664,-0.890775085,0.820981535,0.264553497,0.897168587,-0.846794993,-0.142256141,-0.751253195,0.667161933,-0.753244487,-0.877541823,0.715176711,0.712601229,-0.916936585,0.827868887,0.878040184,-0.922660732,0.83437311,0.405702627,-0.917967632,0.004213138,0.736721993,-0.860775633,0.556575893,0.543951972,-0.868371362,-0.873228871,0.878040184,0.89069334,0.887271673,-0.456672823,-0.570129706,-0.878040184,-0.589881874,-0.456672823,0.872185634,-0.923628108,0.917729319,-0.827636204,0.703786273,0.669088771,-0.878040184,0.543951972,-0.184264196,1,-0.883567215,-0.142256141,0.807776866,-0.890992877,-0.848987797,-0.811360864,-0.885551943,0.4070488,0.264553497,-0.914242145,-0.165427511,-0.865072187,0.146154894,0.878040184,-0.887181334,-0.827636204,0.843554524,-0.8685438,-0.896329166,-0.527006888,0.258711349,0.833889133,-0.843788432,-0.7689581,-0.851901195,0.883317577,0.878040184,0.736945193,-0.649880588
3.2.1,0.431742745,-0.6241123,0.973343523,-0.182907688,-0.498667634,0.943212445,0.853924802,-0.985318126,-0.999381011,-0.955246448,-0.953554375,-0.877929515,0.973047206,0.999381011,0.954324033,0.998757623,-0.969247594,-0.498667634,-0.975618707,0.996191201,0.318623047,0.813357073,-0.725238365,0.826109019,0.999272413,-0.91466668,-0.899510936,0.980833515,-0.983899788,-0.999381011,0.936510717,-0.986220227,-0.110284644,0.977107974,-0.216553599,-0.865412882,0.984478767,-0.759028981,-0.6241123,0.99877828,0.994647925,-0.999381011,-0.999633102,-0.994057068,0.431742745,0.541074777,0.999381011,0.424151271,0.431742745,-0.963713777,0.971387855,-0.990784974,0.967672242,-0.911321924,-0.519118018,0.999381011,-0.6241123,0.385599917,-0.883567215,1,0.318623047,-0.967376104,0.989099499,0.990144227,0.932723362,0.999767376,-0.438502208,-0.498667634,0.96063874,0.160302129,0.991937782,0.108550541,-0.999381011,0.991689715,0.967672242,-0.915153311,0.937880113,0.997884793,0.63071957,-0.467461104,-0.90907698,0.978760428,0.910987918,0.995697737,-0.998687688,-0.999381011,-0.909777398,0.883739379
1.5.2,-0.262973471,0.072208081,0.371871875,0.358130155,-0.588401308,0.112522902,0.445924554,-0.31095996,-0.322869592,-0.216205751,-0.278425499,-0.354540746,0.176183601,0.322869592,0.153547914,0.305388742,-0.346063206,-0.588401308,-0.318607612,0.31324091,1,0.545180773,0.308548761,0.274266539,0.326317267,-0.382866138,-0.40964843,0.194716245,-0.379633169,-0.322869592,0.270238641,-0.407448783,0.010444989,0.282366364,0.016575359,-0.006404033,0.274056164,-0.458280635,0.072208081,0.321897208,0.337113379,-0.322869592,-0.326655142,-0.274807577,-0.262973471,-0.283024192,0.322869592,-0.485728574,-0.262973471,-0.285990089,0.23923817,-0.350960451,0.349377096,-0.361477853,-0.604916057,0.322869592,0.072208081,0.828152221,-0.142256141,0.318623047,1,-0.343972303,0.278891776,0.294122786,0.273374647,0.322583266,0.133095856,-0.588401308,0.217331811,0.774384757,0.250536253,0.156947838,-0.322869592,0.2919824,0.349377096,-0.530152122,0.24147672,0.299766838,0.315946568,0.36718114,0.023145808,0.296939547,0.345782382,0.283093695,-0.301925545,-0.322869592,-0.369702753,0.349435229
9.1.2,-0.524260285,0.725965626,-0.930750091,0.127076471,0.549942562,-0.918484978,-0.832643107,0.960670588,0.974059274,0.917939919,0.901292616,0.93363727,-0.923173675,-0.974059274,-0.916379423,-0.955626355,0.982975814,0.549942562,0.937415567,-0.971759089,-0.343972303,-0.776627155,0.681681592,-0.818290665,-0.975522855,0.937398839,0.905738201,-0.926766593,0.981113816,0.974059274,-0.856531652,0.980023364,0.033281895,-0.932320427,0.134909254,0.889285115,-0.960618748,0.76596446,0.725965626,-0.962981766,-0.960958702,0.974059274,0.968939643,0.975209199,-0.524260285,-0.417198198,-0.974059274,-0.30634687,-0.524260285,0.979694795,-0.906149693,0.948790879,-0.971253179,0.958091785,0.394013235,-0.974059274,0.725965626,-0.511122655,0.807776866,-0.967376104,-0.343972303,1,-0.953813911,-0.970032661,-0.880248078,-0.967456871,0.352265083,0.549942562,-0.865964849,-0.044971301,-0.967707662,-0.226927271,0.974059274,-0.965756484,-0.971253179,0.867635061,-0.846543002,-0.95618021,-0.602314101,0.440638811,0.923666712,-0.929231183,-0.829451951,-0.975348165,0.973342336,0.974059274,0.970354259,-0.870802381
5.b.1,0.446310701,-0.593912476,0.954118743,-0.293683538,-0.507440075,0.944684132,0.877604822,-0.990275399,-0.987580369,-0.979909654,-0.966315182,-0.854971614,0.978774321,0.987580369,0.952008038,0.989307632,-0.957586877,-0.507440075,-0.984041126,0.985185064,0.278891776,0.810936005,-0.761071646,0.886213866,0.988092441,-0.908817046,-0.898813454,0.97235325,-0.966897411,-0.987580369,0.944368344,-0.974429557,-0.151585119,0.979439367,-0.159770703,-0.858649364,0.963411945,-0.771750599,-0.593912476,0.987943882,0.978519052,-0.987580369,-0.988900156,-0.98449389,0.446310701,0.52238273,0.987580369,0.465756674,0.446310701,-0.949384676,0.962045567,-0.982784513,0.941078273,-0.900366212,-0.508992856,0.987580369,-0.593912476,0.333321908,-0.890992877,0.989099499,0.278891776,-0.953813911,1,0.979855307,0.886925476,0.990984523,-0.338299931,-0.507440075,0.965989585,0.120829506,0.974840775,0.038256766,-0.987580369,0.981129005,0.941078273,-0.905602738,0.933171282,0.994666749,0.572078326,-0.501279324,-0.908971101,0.959852018,0.901261757,0.98410787,-0.989446762,-0.987580369,-0.876220211,0.867550722
15.1.1,0.383330932,-0.645671618,0.936938182,-0.23685378,-0.50488235,0.939044086,0.806205306,-0.989996663,-0.991325694,-0.958515734,-0.920885172,-0.898684302,0.966307773,0.991325694,0.933999083,0.986925361,-0.975362058,-0.50488235,-0.955990015,0.987765543,0.294122786,0.773576646,-0.762890913,0.83540553,0.991217733,-0.939131952,-0.940284949,0.957701039,-0.986062307,-0.991325694,0.901781162,-0.985985717,0.016549322,0.946075857,-0.284481735,-0.898753775,0.975437654,-0.764406093,-0.645671618,0.987523009,0.992119679,-0.991325694,-0.988698657,-0.979347982,0.383330932,0.521913237,0.991325694,0.376485104,0.383330932,-0.970667793,0.938146788,-0.975714545,0.957674805,-0.926443521,-0.476098606,0.991325694,-0.645671618,0.351514822,-0.848987797,0.990144227,0.294122786,-0.970032661,0.979855307,1,0.918967511,0.989369218,-0.411956809,-0.50488235,0.933261419,0.078496657,0.987161569,0.225019952,-0.991325694,0.97743554,0.957674805,-0.867682136,0.917212579,0.986501464,0.650075971,-0.491968502,-0.910954864,0.979088142,0.867566865,0.994825494,-0.991044373,-0.991325694,-0.909159802,0.933182569
16.2.2,0.389859255,-0.602291444,0.919116169,-0.009729093,-0.464168766,0.911673662,0.740933056,-0.885446394,-0.933065893,-0.856599151,-0.872376315,-0.831485611,0.923704596,0.933065893,0.841001444,0.92972806,-0.908460921,-0.464168766,-0.891633402,0.933727309,0.273374647,0.778760675,-0.664488336,0.656354007,0.928247693,-0.87703821,-0.817360952,0.910547384,-0.933390505,-0.933065893,0.808828615,-0.92070407,-0.057034323,0.88775686,-0.371454213,-0.80261318,0.914483416,-0.7037668,-0.602291444,0.931349722,0.92835702,-0.933065893,-0.92864879,-0.928765393,0.389859255,0.530136522,0.933065893,0.315878821,0.389859255,-0.902067224,0.922429687,-0.922324408,0.877926055,-0.846615703,-0.488802718,0.933065893,-0.602291444,0.334093925,-0.811360864,0.932723362,0.273374647,-0.880248078,0.886925476,0.918967511,1,0.928971119,-0.631022728,-0.464168766,0.89251388,0.190534258,0.937716498,0.179365113,-0.933065893,0.898756133,0.877926055,-0.854172664,0.851911355,0.920569445,0.751510857,-0.434429579,-0.839267986,0.928796126,0.832884575,0.925677769,-0.929037282,-0.933065893,-0.861271341,0.816167617
3.2.2,0.433623692,-0.625412585,0.974619024,-0.185344141,-0.498285002,0.945749415,0.863849834,-0.987467391,-0.999358489,-0.959676185,-0.958719299,-0.879066801,0.972436357,0.999358489,0.952492296,0.998232791,-0.971143657,-0.498285002,-0.979887025,0.99587915,0.322583266,0.822678319,-0.721334573,0.836649089,0.999301671,-0.915338971,-0.90180941,0.98008007,-0.98447957,-0.999358489,0.937262278,-0.987227754,-0.118932205,0.979805368,-0.211328944,-0.866102236,0.981191048,-0.75779814,-0.625412585,0.998540673,0.994456636,-0.999358489,-0.999639012,-0.994340831,0.433623692,0.528506301,0.999358489,0.421443526,0.433623692,-0.963937172,0.972534205,-0.990792381,0.964814982,-0.909230131,-0.524020147,0.999358489,-0.625412585,0.386787908,-0.885551943,0.999767376,0.322583266,-0.967456871,0.990984523,0.989369218,0.928971119,1,-0.421807505,-0.498285002,0.960736909,0.163507418,0.99118716,0.100364742,-0.999358489,0.990953821,0.964814982,-0.92037688,0.934627375,0.998575582,0.633014266,-0.460901608,-0.908882242,0.975022971,0.910044029,0.994970427,-0.999000081,-0.999358489,-0.906666563,0.881486421
17.4.1,-0.231592948,0.280221377,-0.44908148,-0.223099053,-0.009130463,-0.381463137,-0.067479056,0.308187295,0.427823546,0.235224815,0.299277459,0.273029402,-0.445135213,-0.427823546,-0.490625759,-0.453464449,0.320879652,-0.009130463,0.297536166,-0.434501487,0.133095856,-0.109251287,0.395102854,0.108376999,-0.42203276,0.263398257,0.17442952,-0.506821638,0.376781078,0.427823546,-0.408119798,0.349023333,0.003138217,-0.379435967,0.342631047,0.343253825,-0.528577638,0.190419192,0.280221377,-0.440997456,-0.43187583,0.427823546,0.430024504,0.435478012,-0.231592948,-0.767715964,-0.427823546,-0.434275122,-0.231592948,0.376117692,-0.477475703,0.424138655,-0.482540922,0.334590782,0.115313828,-0.427823546,0.280221377,-0.000440007,0.4070488,-0.438502208,0.133095856,0.352265083,-0.338299931,-0.411956809,-0.631022728,-0.421807505,1,-0.009130463,-0.467042511,-0.067416812,-0.473437988,-0.116840355,0.427823546,-0.45026481,-0.482540922,0.280868808,-0.527941097,-0.409940444,-0.321699053,0.367514708,0.428819266,-0.526741932,-0.478669257,-0.438148946,0.419255694,0.427823546,0.431235813,-0.322656642
1.5.1,-0.115533827,-0.008632565,-0.411302045,0.248359437,1,-0.358919971,-0.43433999,0.485578326,0.500471851,0.459640579,0.393170794,0.501700597,-0.530984572,-0.500471851,-0.35016164,-0.4875337,0.515179034,1,0.454992423,-0.520807598,-0.588401308,-0.411659991,0.322411836,-0.470904158,-0.501004704,0.704895742,0.569284314,-0.361101393,0.549358811,0.500471851,-0.352217633,0.577424317,-0.109085533,-0.39935303,-0.137829511,0.210332,-0.477701629,0.927237934,-0.008632565,-0.496731017,-0.455072024,0.500471851,0.494505175,0.475835873,-0.115533827,-0.029365243,-0.500471851,0.219197543,-0.115533827,0.492741305,-0.343892763,0.529253882,-0.484214438,0.736451329,0.270444294,-0.500471851,-0.008632565,-0.615843067,0.264553497,-0.498667634,-0.588401308,0.549942562,-0.507440075,-0.50488235,-0.464168766,-0.498285002,-0.009130463,1,-0.410763494,-0.21916663,-0.422909583,-0.168666369,0.500471851,-0.44892132,-0.484214438,0.466081741,-0.4255048,-0.479207234,-0.123718375,0.335444168,0.287900537,-0.530587139,-0.421940597,-0.487397194,0.482843954,0.500471851,0.61932869,-0.518696747
