"","Var1","Var2","value","abs","tie"
"1421","15.5.1","12.a.1",-0.969260907878258,0.969260907878258,0
"1422","8.3.1","12.a.1",-0.966178313846032,0.966178313846032,0
"1423","1.5.4","12.a.1",0.473649710226025,0.473649710226025,0
"1424","8.1.1","12.a.1",0.568199383424221,0.568199383424221,1
"1425","3.6.1","12.a.1",0.968282984046228,0.968282984046228,1
"1426","16.6.1","12.a.1",0.416003098046822,0.416003098046822,0
"1427","11.b.2","12.a.1",0.473649710226025,0.473649710226025,0
"1428","2.2.1","12.a.1",-0.943351921262662,0.943351921262662,0
"1429","9.5.1","12.a.1",0.92104810170388,0.92104810170388,1
"1430","1.3.1","12.a.1",-0.953423367958672,0.953423367958672,0
"1431","12.a.1","12.a.1",1,1,1
"1432","13.1.3","7.a.1",-0.468045980856569,0.468045980856569,0
"1433","13.1.2","7.a.1",0.592044055990555,0.592044055990555,1
"1434","8.8.2","7.a.1",-0.832987128493941,0.832987128493941,0
"1435","17.9.1","7.a.1",0.227477514279383,0.227477514279383,0
"1436","13.1.1","7.a.1",0.736451328523664,0.736451328523664,1
"1437","3.b.1","7.a.1",-0.839105803583322,0.839105803583322,0
"1438","11.6.2","7.a.1",-0.725394522594522,0.725394522594522,0
"1439","10.4.1","7.a.1",0.8992090812423,0.8992090812423,1
"1440","6.5.1","7.a.1",0.91719070762901,0.91719070762901,1
"1441","1.a.2","7.a.1",0.857933956551717,0.857933956551717,1
"1442","4.2.2","7.a.1",0.801154794863997,0.801154794863997,1
"1443","15.8.1","7.a.1",0.89289957678947,0.89289957678947,1
"1444","7.1.1","7.a.1",-0.903662373130921,0.903662373130921,0
"1445","3.d.2","7.a.1",-0.91719070762901,0.91719070762901,0
"1446","7.3.1","7.a.1",-0.834379989587843,0.834379989587843,0
"1447","7.1.2","7.a.1",-0.899044439980717,0.899044439980717,0
"1448","17.8.1","7.a.1",0.928031445591774,0.928031445591774,1
"1449","11.5.1","7.a.1",0.736451328523664,0.736451328523664,1
"1450","4.5.1","7.a.1",0.855052022203619,0.855052022203619,1
"1451","6.2.1","7.a.1",-0.924126888358199,0.924126888358199,0
"1452","11.5.2","7.a.1",-0.361477853418248,0.361477853418248,0
"1453","12.4.2","7.a.1",-0.668897776681496,0.668897776681496,0
"1454","8.9.1","7.a.1",0.709705415314664,0.709705415314664,1
"1455","3.8.2","7.a.1",-0.759446832846257,0.759446832846257,0
"1456","4.3.1","7.a.1",-0.917958865823778,0.917958865823778,0
"1457","7.2.1","7.a.1",0.965172788019698,0.965172788019698,1
"1458","2.a.1","7.a.1",0.887875144164181,0.887875144164181,1
"1459","6.4.2","7.a.1",-0.83915485458039,0.83915485458039,0
"1460","6.6.1","7.a.1",0.937315584662862,0.937315584662862,1
"1461","3.8.1","7.a.1",0.917190707629009,0.917190707629009,1
"1462","10.5.1","7.a.1",-0.761272050502041,0.761272050502041,0
"1463","6.4.1","7.a.1",0.940875830809147,0.940875830809147,1
"1464","10.7.3","7.a.1",-0.0809832184094083,0.0809832184094083,0
"1465","11.1.1","7.a.1",-0.8354407462428,0.8354407462428,0
"1466","2.c.1","7.a.1",0.0989319010116229,0.0989319010116229,0
"1467","14.1.1","7.a.1",0.792566853089902,0.792566853089902,1
"1468","1.1.1","7.a.1",-0.912376199093011,0.912376199093011,0
"1469","12.c.1","7.a.1",0.89655697265914,0.89655697265914,1
"1470","11.b.1","7.a.1",0.592044055990555,0.592044055990555,1
"1471","2.2.2","7.a.1",-0.906074280998913,0.906074280998913,0
"1472","9.5.2","7.a.1",-0.891241964972101,0.891241964972101,0
"1473","3.4.1","7.a.1",0.917190707629009,0.917190707629009,1
"1474","15.5.1","7.a.1",0.909272991789474,0.909272991789474,1
"1475","8.3.1","7.a.1",0.911558051634628,0.911558051634628,1
"1476","1.5.4","7.a.1",-0.468045980856569,0.468045980856569,0
"1477","8.1.1","7.a.1",-0.397299970017,0.397299970017,0
"1478","3.6.1","7.a.1",-0.917190707629009,0.917190707629009,0
"1479","16.6.1","7.a.1",-0.200933911242994,0.200933911242994,0
"1480","11.b.2","7.a.1",-0.468045980856569,0.468045980856569,0
"1481","2.2.1","7.a.1",0.92920231940495,0.92920231940495,1
"1482","9.5.1","7.a.1",-0.803615243499883,0.803615243499883,0
"1483","1.3.1","7.a.1",0.901471251876046,0.901471251876046,1
"1484","12.a.1","7.a.1",-0.914499203420361,0.914499203420361,0
"1485","7.a.1","7.a.1",1,1,1
"1486","13.1.3","17.17.1",0.214287078999225,0.214287078999225,0
"1487","13.1.2","17.17.1",-0.0106382202259936,0.0106382202259936,0
"1488","8.8.2","17.17.1",-0.579535002510666,0.579535002510666,0
"1489","17.9.1","17.17.1",-0.0608536123638685,0.0608536123638685,0
"1490","13.1.1","17.17.1",0.270444294197133,0.270444294197133,0
"1491","3.b.1","17.17.1",-0.379913262097072,0.379913262097072,0
"1492","11.6.2","17.17.1",-0.59603894240365,0.59603894240365,0
"1493","10.4.1","17.17.1",0.516501650414449,0.516501650414449,1
"1494","6.5.1","17.17.1",0.509111880907171,0.509111880907171,1
"1495","1.a.2","17.17.1",0.492089541581191,0.492089541581191,0
"1496","4.2.2","17.17.1",0.56477802350577,0.56477802350577,1
"1497","15.8.1","17.17.1",0.469515357679529,0.469515357679529,0
"1498","7.1.1","17.17.1",-0.448514006399179,0.448514006399179,0
"1499","3.d.2","17.17.1",-0.509111880907167,0.509111880907167,0
"1500","7.3.1","17.17.1",-0.419887236784175,0.419887236784175,0
"1501","7.1.2","17.17.1",-0.529994613463567,0.529994613463567,0
"1502","17.8.1","17.17.1",0.452858116500593,0.452858116500593,0
"1503","11.5.1","17.17.1",0.270444294197133,0.270444294197133,0
"1504","4.5.1","17.17.1",0.557401055462541,0.557401055462541,1
"1505","6.2.1","17.17.1",-0.460196127494229,0.460196127494229,0
"1506","11.5.2","17.17.1",-0.604916057095132,0.604916057095132,0
"1507","12.4.2","17.17.1",-0.67703432694538,0.67703432694538,0
"1508","8.9.1","17.17.1",0.073675566488929,0.073675566488929,0
"1509","3.8.2","17.17.1",-0.46813246950575,0.46813246950575,0
"1510","4.3.1","17.17.1",-0.508332107599061,0.508332107599061,0
"1511","7.2.1","17.17.1",0.405917883833487,0.405917883833487,0
"1512","2.a.1","17.17.1",0.486717963295856,0.486717963295856,0
"1513","6.4.2","17.17.1",-0.491918046086479,0.491918046086479,0
"1514","6.6.1","17.17.1",0.490301117880176,0.490301117880176,0
"1515","3.8.1","17.17.1",0.509111880907173,0.509111880907173,1
"1516","10.5.1","17.17.1",-0.609705938440925,0.609705938440925,0
"1517","6.4.1","17.17.1",0.517054207294285,0.517054207294285,1
"1518","10.7.3","17.17.1",0.336056519049318,0.336056519049318,0
"1519","11.1.1","17.17.1",-0.542533600795397,0.542533600795397,0
"1520","2.c.1","17.17.1",0.043339589210174,0.043339589210174,0
"1521","14.1.1","17.17.1",0.200995612081964,0.200995612081964,0
"1522","1.1.1","17.17.1",-0.450913725164338,0.450913725164338,0
"1523","12.c.1","17.17.1",0.374008245452483,0.374008245452483,0
"1524","11.b.1","17.17.1",-0.0106382202259936,0.0106382202259936,0
"1525","2.2.2","17.17.1",-0.504561128535823,0.504561128535823,0
"1526","9.5.2","17.17.1",-0.540342582728943,0.540342582728943,0
"1527","3.4.1","17.17.1",0.509111880907172,0.509111880907172,1
"1528","15.5.1","17.17.1",0.530828224629839,0.530828224629839,1
"1529","8.3.1","17.17.1",0.469133191910917,0.469133191910917,0
"1530","1.5.4","17.17.1",0.214287078999225,0.214287078999225,0
"1531","8.1.1","17.17.1",-0.151774255144754,0.151774255144754,0
"1532","3.6.1","17.17.1",-0.509111880907168,0.509111880907168,0
"1533","16.6.1","17.17.1",-0.0738722363721465,0.0738722363721465,0
"1534","11.b.2","17.17.1",0.214287078999225,0.214287078999225,0
"1535","2.2.1","17.17.1",0.47413909983625,0.47413909983625,0
"1536","9.5.1","17.17.1",-0.551740550211695,0.551740550211695,0
