Target,1.1,1.2,1.3,1.4,1.5,1.a,10.4,10.5,10.6,10.7,10.a,10.b,10.c,11.1,11.5,11.a,11.b,12.1,12.2,12.3,12.4,12.6,12.8,12.a,12.b,12.c,13.1,13.3,14.1,14.4,14.5,14.6,14.7,14.b,15.1,15.2,15.3,15.4,15.5,15.6,15.8,15.a,15.b,16.10,16.2,16.3,16.5,16.6,16.8,16.9,16.a,17.1,17.10,17.12,17.13,17.17,17.18,17.19,17.3,17.4,17.6,17.8,17.9,2.1,2.2,2.3,2.5,2.a,2.c,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.b,3.c,3.d,4.1,4.3,4.5,4.7,4.b,5.2,5.3,5.5,5.a,6.2,6.4,6.5,6.6,6.a,6.b,7.1,7.2,7.3,7.a,7.b,8.1,8.10,8.2,8.3,8.4,8.5,8.6,8.8,8.a,8.b,9.1,9.2,9.4,9.5,9.a,9.b,9.c
17.10,0.426220188909195,,,0.20736414168596887,-0.009106363324063008,-0.978479374560779,-0.7557522170050265,-0.35979497274043776,0.46830293226431113,0.4852172180612032,-0.31567242557727426,-0.20656520286013674,-0.9713336872841422,,-1.0,,0.5440645917039634,,0.4824265659245192,,,,,-0.202787484541593,,-0.0865045347010158,-0.009106363324063008,,-1.0,,,,0.9999999999999999,,0.01270699992896675,,,-0.46336583555237015,-0.12178521877945146,0.5655677338502156,,0.7275740959794534,0.7275740959794534,,1.0,-1.0,,-0.23268012586649894,0.46830293226431113,,,0.0753010058404759,1.0,0.5514796555611139,-0.677073602662987,0.32270177265410027,,,0.03631310049970995,0.2714359245659795,-0.2750906821919038,-0.5202292866679802,-0.6164843145618434,0.44679732447875325,,,,-0.5605427072174531,0.10486297147973718,0.37090309470613003,0.038477999035847824,0.0403995213591669,1.0,,1.0,,1.0,,-0.1661184601111957,,-0.1323351828295324,,1.0,,,0.11408153498287486,,,1.0000000000000002,,,-0.266979445611072,,-0.826832290395892,-0.42981145789892705,,0.09946347954796977,-0.8015688614160849,0.5429220272307397,0.39924741317807705,-0.202787484541593,0.11715809291611944,-0.0912535387560821,0.0494639227071382,-0.011582618846020111,0.4824265659245192,-0.32707177681712,0.0002699159645331336,0.840305194673642,0.45273466219414393,,0.2344635751550218,-0.1560721984447716,0.9922783198667366,-0.7843906120752969,-0.3813989134962001,,0.00026991596453318885
17.12,0.5410986980982186,,,0.6759977619968963,-0.21880761083153394,-0.5170452629271213,0.49322106669093957,0.0005544042699241674,-0.4029169282840434,0.19624257075911403,-0.8531720186399704,-0.32865029888395586,-0.913730935560594,-0.7696460257361054,-1.0000000000000002,,0.9997552780888136,,-0.824415818153543,,,,,0.32431617006298585,,0.5861051207833834,-0.21880761083153394,,-1.0,,,,0.014006741420126437,,-0.7043700965391602,,,0.3008191106282495,-0.5789569528530164,0.999978691243496,,-0.4436554430871754,-0.4436554430871754,,-0.25686194472258717,-1.0,,0.15298935736073638,-0.4029169282840434,,,-0.14462829368941604,0.5514796555611139,1.0,-0.06917241226639582,-0.21153015095869127,,,-0.5699127810829062,0.09530379028212721,-0.6545944733226768,-0.4933242818697067,-0.31291191664407886,-0.05717196239012756,,,,-0.4123712034121367,-0.4288513238638337,0.5573201611426721,-0.5225529830131886,-0.6368950137988096,1.0,,0.9999999999999999,,1.0,,0.14356344018874917,1.0,-0.3031594540858024,,0.18267451386246875,-1.0,,-0.06618528054687524,,,1.0,,,-0.6012971608900536,,-0.8285663048388047,0.4565175937625704,,0.571017217159262,0.237013071019411,0.00026933952589059984,0.8433508084160105,0.32431617006298585,0.3007714890403359,0.21424483754447152,0.023836266842236192,0.12252623596329142,-0.824415818153543,-0.9125298466582961,-0.8921689504756493,0.8969165445316352,-0.011146205365340228,,0.4549092442795481,-0.6772709644692331,-0.38539388325530166,0.5511009718399419,0.08874733432962238,2.8937297343539283e-15,0.2066638793594057
17.13,0.46159207304573835,,,-0.26315456964994144,-0.5806931164185457,0.4031245193195311,0.6847073389395585,-0.2694392027769477,-0.7038084628146463,-0.22167232975631498,-0.29775628117371045,-0.004060196055822858,0.5128965790830586,0.20822942509214934,0.4842318437408724,,-0.050111664106903625,,-0.5786861048822565,,0.9999999999999999,,,-0.37342541239104143,,0.5493383192938389,-0.5806931164185457,,0.910888415645586,,,,0.8432435012312546,-1.0,-0.4188840502385011,,,-0.4273294414731623,0.3468444058473026,0.020725519537843892,,-0.09596959332330024,-0.09596959332330024,,-0.9930788888358273,1.0,,0.28522898677909425,-0.7038084628146463,,,0.1030271004765726,-0.677073602662987,-0.06917241226639582,1.0,-0.10786589105034282,,,-0.015837768747623816,-0.1027198531975784,-0.7870526401024728,-0.734237892915695,0.7391697784131854,0.15180699152593824,,,,0.4469369502129184,-0.4246933196035542,0.7969689876083353,0.2920764611966234,-0.0228175742472545,0.9999999999999998,,0.9999999999999999,,-1.0,,0.5105731893171465,0.9999999999999998,0.27324825107779455,,0.7734773349648126,0.9999999999999999,,0.4229776378656996,,,-1.0,,,-0.5035215474634619,1.0000000000000002,-0.1533489655066702,0.3174065067613724,,-0.24092918182866296,0.6483623181676265,-0.6305927038853373,0.29220313072653814,-0.37342541239104143,0.16055279550363238,-0.5741005825108858,0.04296631442218884,0.2371840209491156,-0.5786861048822565,-0.5528422292483729,-0.5559884203660277,-0.65105307504665,0.55616218736533,,-0.37003447953650886,0.09281119538147373,-0.7051720565807895,0.6900481435174035,0.6354275595627408,-1.3931112892221012e-16,-0.6508069545128404
17.17,0.6471310486133127,,,0.4436938320205291,0.660802664260068,-0.34432537646901196,0.1733048959295232,-0.35098962575727377,-0.3099592504139657,-0.08572270088686443,0.17045902437622318,0.04559074483505355,-0.5967747905621821,1.0,0.9980773211454138,,-0.15022139295165526,,0.020925818701402744,,0.9999999999999999,,,-0.8005824250528484,,-0.4535232872621265,0.660802664260068,,-0.2635395766487064,,,,0.9857456407550292,1.0,-0.6507284746050692,,,0.1987274006678854,-0.4698207552710911,0.6206717202456228,,0.6900404403102346,0.6900404403102346,,-0.5975108310098823,-1.0,,-0.9541540669625784,-0.3099592504139657,,,0.6103224040434136,0.32270177265410027,-0.21153015095869127,-0.10786589105034282,1.0,,,0.7728489898735645,0.27153071946696955,-0.4559714681991281,-0.6792322962032374,-0.04584681193778696,0.8654675127226811,,,,0.7599267934692873,0.23392790951802614,0.6017636037376932,0.6578375828179814,0.592600038647633,-1.0000000000000002,,-1.0,,1.0,,-0.18319775992915432,,0.5012253068442287,,0.9533971369956457,1.0,,0.6439729677877045,,,1.0,,,-0.4947698541884928,-1.0,-0.826832290395892,-0.547773858006483,,-0.7946484058695336,0.7217240248135232,-0.8173655348811963,0.09304434769830704,-0.8005824250528484,0.5211247487661139,-0.5564021026410914,0.44386849986990257,-0.2780165155271239,0.020925818701402744,-0.035956226160327856,-0.044175014132190216,0.6590473688161077,0.5746884091751466,,-0.6862636406180483,0.34514711103662926,-0.6840459624053801,0.4022395983786936,-0.06617804552636186,3.661850036564637e-17,-0.8843850305880573
17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.3,0.6290346312712181,,,-0.848935189835826,-0.05285004525520275,-0.11688457702371575,-0.07046668567199423,-0.5298040888812512,0.7512550390959664,-0.6000300228969287,0.8442813344831022,0.13359301768188134,0.2164224195825305,0.8821417814015347,-0.9999999999999999,,-0.5742071795148218,,0.10480105033332231,,,,,-0.8136743705518087,,-0.8883819123741967,-0.05285004525520275,,1.0000000000000002,,,,0.9969028439196782,,0.9320978760426236,,,-0.5229863389739794,0.8338353724783879,-0.5907468391417234,,0.53579857686626,0.53579857686626,,-0.5161845408504193,-1.0,,-0.4054420849367969,0.7512550390959664,,,0.48582543462803657,0.03631310049970995,-0.5699127810829062,-0.015837768747623816,0.7728489898735645,,,1.0,0.1426904731406422,-0.3630741912319523,-0.6391533996009129,-0.2753802682300685,0.7702800551822593,,,,0.8071282110371035,0.5743923348582729,0.5285780829116982,0.8052776341310456,0.8497568535654914,-1.0,,-1.0,,1.0,,-0.32730590093648987,-1.0,0.5436096704029385,,0.9978955897312972,1.0,,0.5756810771843118,,,-1.0000000000000002,,,-0.4314470808634596,,0.9102010891492472,-0.8821330744693159,,-0.9358458373669624,0.570885157386557,-0.6641458567297998,0.20010866206922032,-0.8136743705518087,0.23454965929450144,-0.48625891547267575,0.1144203250655012,-0.28401413195806646,0.10480105033332231,-0.06584882701795294,-0.12022458122177915,0.5940967227344665,0.34071463306919086,,-0.8119941200833567,0.6476312456420645,-0.5090814498776773,0.2757582420614039,-0.5520732142505624,0.0,-0.896534465396522
17.4,0.1931426310848582,,,-0.18890645877028553,0.25947558865282716,-0.17962664836697523,0.4034452839370444,-0.0034694914709722377,-0.06320418099269462,-0.11362057987016326,-0.16083257583223973,0.3479810846211856,-0.4339628521136676,-0.2972757109687774,1.0000000000000002,,0.10158367005963123,,0.06683121306310992,,,,,-0.11349159774250407,,0.04459123829645353,0.25947558865282716,,-1.0,,,,0.6797973807936466,,-0.0035171881807859076,,,-0.27003938005948436,0.06178801862415378,0.2233304609820983,,0.4359036568151338,0.4359036568151338,,0.0233454653105413,-1.0,,-0.5822122546805351,-0.06320418099269462,,,-0.07416210376170763,0.2714359245659795,0.09530379028212721,-0.1027198531975784,0.27153071946696955,,,0.1426904731406422,1.0,0.04231577475350309,0.13334646467216707,-0.3015382993898646,0.22307052530782534,,,,0.0158726415611216,0.08126290349922612,-0.07044170654483017,0.08801700246016636,0.1310960404485569,1.0,,1.0,,-1.0,,0.042067325033902,-0.9999999999999999,-0.12313088949972893,,0.3724053168512825,-1.0,,0.2896495162466578,,,1.0,,,-0.2630111147766959,,0.31430044583464023,-0.11480706042422328,,0.07083147851434345,0.27042286312542574,-0.09051613070445858,-0.511971703641345,-0.11349159774250407,-0.07087083785129637,-0.019215373861768675,0.7030483327888323,0.3688641137791563,0.06683121306310992,0.38457492548758415,0.4909224369353796,-0.12185395356932728,0.3099319458164828,,-0.15135067818230796,0.2511130190589951,-0.1770254541069663,0.1611268507271224,-0.15723798003722406,-4.2005914906719858e-16,0.9273817596207916
17.6,-0.9821165655906916,,,0.9354587436620798,0.7056884649336758,-0.13798920703496814,-0.8109397387563083,0.679784692344651,-0.7191322446365106,0.3423373370825629,-0.9692910985123508,-0.043076530573073354,1.0,-1.0,1.0,,0.7571721113648183,,0.8487872191089376,,,,,0.8885771919826697,,0.9915853191210854,0.7056884649336758,,,,,,-0.9998488732075621,,-0.970223410756991,,,0.9623238054144208,-0.9525743927169585,,,0.009177997677084684,0.009177997677084684,,0.8098755541183846,,,-0.3821666583660067,-0.7191322446365106,,,0.03426778524625648,-0.2750906821919038,-0.6545944733226768,-0.7870526401024728,-0.4559714681991281,,,-0.3630741912319523,0.04231577475350309,1.0,0.9254064855017564,-0.8788802842905378,-0.47468917252944653,,,,-0.7480720820344785,0.33866993951475755,-0.9795312196111586,-0.9744613599028732,-0.5065316216174843,,,,,-1.0,,-0.7366329233646974,,-0.07728224870933949,,-0.8317098815658086,-1.0000000000000002,,-0.8609392819623704,,,,,,0.9800600580399015,,,0.3364541448891721,,0.662460907815729,-0.7948090654460668,0.6174810629978051,-0.6799877513908023,0.8885771919826697,0.05856887861374897,0.9977490464624594,0.19151242031856452,-0.5477822687477767,0.8487872191089376,0.8697990395162513,0.8282021739963296,-0.8007918119388785,-0.942515379201877,,0.9328049799549714,-0.7911607259629297,0.9155173257037116,-0.9394267907469462,-0.6022887983074082,-4.862613333163859e-16,0.9804176136435376
17.8,-0.9352202744269443,,,0.9478181017032338,0.8706982173105822,0.19015217658917666,-0.5677974728737034,0.8638458064786679,-0.877674485527442,0.1924137769508824,-0.8693552534580492,-0.04984020864739359,0.9999999999999999,-1.0,1.0,,0.9456689627142146,,0.5995492651718464,,,,,0.9748740252853769,,0.9904081460897678,0.8706982173105822,,,,,,-0.9659398229955385,,-0.9997170183006883,,,0.8647628318186587,-0.9911623093235216,,,-0.2892834944634658,-0.2892834944634658,,0.7634388278276434,,,-0.2819884210941044,-0.877674485527442,,,-0.15064964539125822,-0.5202292866679802,-0.4933242818697067,-0.734237892915695,-0.6792322962032374,,,-0.6391533996009129,0.13334646467216707,0.9254064855017564,1.0,-0.6853075822407441,-0.7386314878289298,,,,-0.7711716485909751,0.11394834989216537,-0.9813020151789992,-0.9858465453896615,-0.7163168302227203,,,,,-1.0,,-0.4405078988030283,,-0.33578230249318863,,-0.8983205952005419,-1.0,,-0.8524339004818359,,,,,,0.8571578636625843,,,0.6179346339049865,,0.859896777325596,-0.7374638365912397,0.7365025448795398,-0.5953323394511635,0.9748740252853769,-0.2496815740811302,0.941564666807853,0.036427562306146334,-0.23361597344663448,0.5995492651718464,0.7141781038424321,0.6900104371014797,-0.930966606594643,-0.8979281991155555,,0.9037514424669737,-0.6515590934956402,0.8634117829152929,-0.7904147900543371,-0.6363402836254485,-2.783340754814541e-16,0.9401546475552052
17.9,0.08038941002972329,,,-0.0389568516751183,-0.2952397593388481,0.5553976726628999,0.9240473764113085,0.11420809446181988,-0.46863445237241846,0.3644078985960845,-0.11380287838107482,-0.0856640945047845,0.688646384202436,-0.4599695742113042,1.0000000000000002,,-0.3148972174160353,,-0.9124585673875317,,,,,0.01139256035216073,,0.438382690242994,-0.2952397593388481,,1.0,,,,0.6862422238156405,,-0.37614744051392685,,,-0.2444463156917579,0.10897828203317596,-0.43434022757225144,,-0.3642373569791284,-0.3642373569791284,,-0.7897090340284513,1.0,,0.6812245751713216,-0.46863445237241846,,,0.029646491746526258,-0.6164843145618434,-0.31291191664407886,0.7391697784131854,-0.04584681193778696,,,-0.2753802682300685,-0.3015382993898646,-0.8788802842905378,-0.6853075822407441,1.0,-0.38259329174015894,,,,0.13108699669006665,-0.547019991153551,0.8002737517978247,0.09410773434353739,-0.1864500541893568,0.9999999999999998,,0.9999999999999999,,-1.0,,0.6002507305874183,1.0,-0.3373624359459546,,0.7672730803857059,1.0,,-0.09365856500204393,,,-1.0,,,-0.21480086610123472,,0.06116436898845673,0.4513404782443645,,0.010022380683651055,0.22684258254251882,-0.0026826551295078003,0.31388343096940496,0.01139256035216073,-0.36591150107079695,-0.3211805273895757,-0.16246726179793708,0.24921660665393428,-0.9124585673875317,-0.7846646237196117,-0.7389937802306349,-0.5689058835275362,0.2503537769677289,,-0.03790533003021237,0.06749920299229212,-0.3083466851822879,0.3530372430476196,0.8030932227109541,5.2446923046691744e-17,0.24033588446818827
2.1,0.6577643884911122,,,-0.639914861678084,-0.5327030563809436,-0.45231994245788776,0.05295205657922718,-0.8795557552535118,0.5263166562644538,-0.585569369509433,0.2719905207574915,0.26299390731656774,-0.5967747905621824,0.9743547036924465,-1.0,,-0.06209461776389803,,0.053465078251231514,,,,,-0.8378009661628487,,-0.5937855105253049,-0.5327030563809436,,-1.0,,,,0.8839380060120873,,0.4401013299135592,,,-0.5079803431060346,0.6811325326487994,0.8575365629190419,,0.7102428601160553,0.7102428601160553,,-0.6479953322229368,-1.0,,-0.48147993837035297,0.5263166562644538,,,0.28593959517622225,0.44679732447875325,-0.05717196239012756,0.15180699152593824,0.8654675127226811,,,0.7702800551822593,0.22307052530782534,-0.47468917252944653,-0.7386314878289298,-0.38259329174015894,1.0,,,,0.6351654924169263,0.532634395873272,0.6330914854693934,0.6680915539042346,0.7249702455507124,-1.0,,-1.0,,1.0,,-0.30404920750003755,-1.0,0.8092534705012332,,0.9937292434237514,1.0,,0.7949660080813854,,,1.0000000000000002,,,-0.4953995431672367,,-0.5590179582588339,-0.7208505812181203,,-0.7655100524181476,0.5463122180605242,-0.8318418283250332,0.08686323969909812,-0.8378009661628487,0.6576004506619527,-0.5518761118579633,0.34763560202967436,-0.18684698341271275,0.053465078251231514,-0.12772362044127003,-0.14044590016655326,0.7502317476408921,0.5782337395707186,,-0.6986415965426862,0.41806172517923285,-0.5679197709388315,0.409109255587704,-0.3571567442695607,-2.442575467295989e-15,-0.9968355683811009
2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.a,0.8801316339594113,,,-0.7971544775552156,-0.2682057730778307,0.12177573935430444,0.49064078018971535,-0.518768465554043,-0.025796968518378892,-0.6852019454597197,0.5276010426782248,-0.14973571613587586,0.4786478075818006,0.9986044070655208,1.0,,-0.4218067476098946,,-0.5353994292902228,,,,,-0.8921779306926818,,-0.3050466247487429,-0.2682057730778307,,1.0,,,,0.7548347596878684,,0.41702167334164164,,,-0.7265661212385969,0.8762357824225573,-0.5721837199310377,,0.10003614076687359,0.10003614076687359,,-0.9101722432933002,-1.0000000000000002,,0.07476428120502489,-0.025796968518378892,,,0.5240997454699211,-0.5605427072174531,-0.4123712034121367,0.4469369502129184,0.7599267934692873,,,0.8071282110371035,0.0158726415611216,-0.7480720820344785,-0.7711716485909751,0.13108699669006665,0.6351654924169263,,,,1.0,0.06600079728534591,0.7895504918416884,0.868543314285408,0.5870877583262468,-1.0,,-0.9999999999999998,,-1.0,,0.19754370251701553,-1.0000000000000002,0.09386954255804929,,0.7658870292317498,1.0,,0.6951829945422682,,,-1.0,,,-0.7549380228419074,,0.9605984358112435,-0.5769250752448211,,-0.8977469967074967,0.9273390220886504,-0.7702035197704192,0.6190462657503085,-0.8921779306926818,0.08214624603115693,-0.7875353675112485,-0.15399257383671153,-0.001206816098640624,-0.5353994292902228,-0.584464798020164,-0.6243692348141575,-0.4636163270000624,0.5986663120463118,,-0.9210727438229122,0.5711762998363674,-0.8910205712371552,0.6942363711744751,-0.270173115040577,0.0,-0.6922104120187466
2.c,-0.054728268302045864,,,-0.5020448600700198,-0.004226253083122295,-0.1505462963679137,-0.5681403966614006,-0.4431207100192985,0.8278229997878201,-0.39420715030046416,0.8480488682745064,0.6865458633366891,0.05013182935677707,0.5852057359806527,-1.0,,-0.42834325590301753,,0.5889689426415434,,,,,-0.327501260696588,,-0.9795714764014611,-0.004226253083122295,,,,,,0.019757886366501904,,0.9289664740180394,,,-0.062179816976676267,0.37920324648766496,-0.5488604301969737,,0.5829056141686881,0.5829056141686881,,0.38254240243823817,-1.0,,-0.8336921741491546,0.8278229997878201,,,-0.2095214386517212,0.10486297147973718,-0.4288513238638337,-0.4246933196035542,0.23392790951802614,,,0.5743923348582729,0.08126290349922612,0.33866993951475755,0.11394834989216537,-0.547019991153551,0.532634395873272,,,,0.06600079728534591,1.0,-0.23662690495792382,0.33687542886600585,0.7853849282047807,-1.0,,-1.0,,1.0,,-0.6815296202312201,-1.0,0.7827783878270012,,0.07029108660292613,-1.0,,0.3003757045930554,,,,,,0.15357703391667607,,0.9005108717850979,-0.7293458017674384,,-0.4386688815138029,-0.3201730041401056,-0.20607034034865362,-0.40048409296360327,-0.327501260696588,0.35805837014446185,0.008544445375342375,0.2733250673670517,-0.2505744525008031,0.5889689426415434,0.37663447146585605,0.37332779500545893,0.8004924270745537,-0.03060127642295027,,-0.2950472279220972,0.5084239484276312,0.2664407633766109,-0.20063807200506614,-0.5400267244102336,0.0,-0.4874866761234313
3.1,0.9812521235184233,,,-0.9654086022835962,-0.809114360631115,-0.021665874271866236,0.7059652246978422,-0.7878746701538449,0.7857142857142857,-0.3029727202242298,0.9394542783237833,0.04661133279817468,-1.0,1.0,-1.0,,-0.866169538525903,,-0.7287108533197976,,,,,-0.9575196820268114,,-0.9995932781089489,-0.809114360631115,,,,,,0.9926755117352475,,0.9897433186107898,,,-0.9289336654944647,0.9929571246065567,,,0.1530535105382591,0.1530535105382591,,-0.8191858310515471,,,0.33347445989569136,0.7857142857142857,,,0.07532778277972506,0.37090309470613003,0.5573201611426721,0.7969689876083353,0.6017636037376932,,,0.5285780829116982,-0.07044170654483017,-0.9795312196111586,-0.9813020151789992,0.8002737517978247,0.6330914854693934,,,,0.7895504918416884,-0.23662690495792382,1.0,0.9984314631392196,0.6203862995010119,,,,,1.0,,0.5928842274898053,,0.22172188580947388,,0.8818351271263267,1.0,,0.8833185162395769,,,,,,-0.9375703102782775,,,-0.4708343522664144,,-0.784545319986103,0.800362335486776,-0.7122973846554456,0.6346847447086624,-0.9575196820268114,0.11621752998619231,-0.9876160249207903,-0.09410754243535893,0.38955360270139194,-0.7287108533197976,-0.7928934655511205,-0.760599078684526,0.8572543699068942,0.940947172095151,,-0.9462249336152777,0.7261359101204785,-0.9197336212907898,0.8873759584458182,0.6482451339579737,5.895655971564099e-16,-0.9727252459115345
3.2,0.9741600620094105,,,-0.9577933898781783,-0.2949314840216184,0.0966310927012926,0.6800519197119499,-0.6798515024001288,0.879400270928389,-0.48171667812292923,0.9344621201239972,0.23146696941175995,0.2938058143061338,0.8880713406453586,-1.0,,-0.5363238427732384,,-0.72219404871606,,,,,-0.9506795225032485,,-0.988941054069878,-0.2949314840216184,,1.0,,,,0.9894225009157783,,0.9987643021990381,,,-0.9027714092473759,0.9944635553591556,-0.7565477075045203,,0.2693795991632304,0.2693795991632304,,-0.7968811891998456,-1.0,,-0.18520926352475184,0.879400270928389,,,0.18097388856688829,0.038477999035847824,-0.5225529830131886,0.2920764611966234,0.6578375828179814,,,0.8052776341310456,0.08801700246016636,-0.9744613599028732,-0.9858465453896615,0.09410773434353739,0.6680915539042346,,,,0.868543314285408,0.33687542886600585,0.9984314631392196,1.0,0.8347887108329523,-1.0,,-1.0,,1.0,,0.22420069426748096,-1.0,0.2119179382395389,,0.8674466844378155,1.0,,0.7997626925061725,,,-1.0,,,-0.9121406457396473,,0.9971191511132713,-0.772059136127562,,-0.9027667847848906,0.7869625474474423,-0.7005494985900993,0.5901770801520517,-0.9506795225032485,-0.04591386785741455,-0.8848332043613661,-0.09567848757189217,0.22775724082717824,-0.72219404871606,-0.7987482720996386,-0.7695069253373314,0.8800985713958679,0.750325195384722,,-0.9640968126843446,0.861756531612345,-0.8564559080032138,0.8004594898293689,-0.31535597294369866,-1.1311462112383266e-15,-0.9513824142548918
3.3,0.6161220105418089,,,-0.9140066262099442,-0.20031744898521556,-0.02531968844531925,0.11245341337370134,-0.6812307397789222,0.8671501160606666,-0.40557157897373103,0.9200651326139007,0.5715748404312972,0.22171306815753125,0.7696663455760022,-1.0,,-0.6441404420596943,,-0.06234242191615441,,,,,-0.7891432209942248,,-0.99811974885569,-0.20031744898521556,,0.9999999999999999,,,,0.6907581192333516,,0.9776188236418836,,,-0.621200613516242,0.8606083610524492,-0.7577395118098829,,0.6589035917931259,0.6589035917931259,,-0.5701662674281314,-0.9999999999999998,,-0.5928932923134111,0.8671501160606666,,,0.02931742961971867,0.0403995213591669,-0.6368950137988096,-0.0228175742472545,0.592600038647633,,,0.8497568535654914,0.1310960404485569,-0.5065316216174843,-0.7163168302227203,-0.1864500541893568,0.7249702455507124,,,,0.5870877583262468,0.7853849282047807,0.6203862995010119,0.8347887108329523,1.0,-1.0000000000000002,,-1.0,,1.0,,-0.2596785118674844,-1.0,0.7942426593786556,,0.9528925487325661,-1.0,,0.6562479060342239,,,-1.0,,,-0.5153330394002165,,0.9904681388667352,-0.8999742717502343,,-0.8374364580280498,0.3292067264402208,-0.619375716173595,0.07742628071880861,-0.7891432209942248,0.16788856720314663,-0.5540016355673109,0.1741168681088773,-0.02211633096854699,-0.06234242191615441,-0.2624651601976435,-0.22724927899645997,0.8681847053204822,0.471819992578206,,-0.7729254792315614,0.8548072273299144,-0.4145248037296718,0.3996260703489074,-0.4296087351026498,8.489568679500713e-16,-0.7623102706222047
3.4,,,,1.0,1.0,-1.0,,1.0,-1.0,1.0,-1.0,-1.0,-0.9999999999999998,,,,1.0,,,,,,,0.9999999999999998,,1.0,1.0,,,,,,,,-1.0,,,1.0000000000000002,-1.0,,,,,,,,,1.0,-1.0,,,1.0,1.0,1.0,0.9999999999999998,-1.0000000000000002,,,-1.0,1.0,,,0.9999999999999998,-1.0,,,,-1.0,-1.0,,-1.0,-1.0000000000000002,1.0,,1.0,,,,1.0,,,,,,,-1.0,,,,,,,,,1.0,,1.0,,,,0.9999999999999998,-1.0,1.0000000000000002,-1.0,1.0,,,,,1.0,,1.0,-1.0,,,1.0,,
3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6,,,,0.9999999999999999,1.0,-1.0,,1.0,-0.9999999999999999,1.0,-1.0,-1.0,-1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,-1.0,,,1.0,-1.0,,,,,,,,,1.0,-0.9999999999999999,,,1.0,1.0,0.9999999999999999,0.9999999999999999,-1.0,,,-1.0,1.0,,,0.9999999999999999,-1.0,,,,-0.9999999999999998,-1.0,,-1.0,-1.0,1.0,,1.0,,,,0.9999999999999999,,,,,,,-1.0,,,,,,,,,0.9999999999999998,,0.9999999999999999,,,,1.0,-1.0,1.0,-1.0,1.0,,,,,1.0,,1.0,-1.0000000000000002,,,1.0,,
3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8,1.0,,,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,,,,-1.0,,1.0,,,,,-1.0,,-1.0,-1.0,,,,,,1.0,,1.0,,,-1.0,1.0,,,1.0,1.0,,,,,-1.0,1.0,,,-1.0,1.0,1.0,-1.0,1.0,,,1.0,-1.0,-1.0,-1.0,-1.0,1.0,,,,-1.0,1.0,1.0,1.0,1.0,,,,,1.0,,-1.0,,1.0,,,,,1.0,,,,,,-1.0,,,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,,-1.0,1.0,1.0,1.0,1.0,,-1.0
3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
