,UniqueID,Goal,Target,Indicator,SeriesCode,TimePeriod,Value
218,VC_DSR_IJILN                         ,1.0,1.5,1.5.1,VC_DSR_IJILN,2012.0,1198.0
219,VC_DSR_IJILN                         ,1.0,1.5,1.5.1,VC_DSR_IJILN,2013.0,3410.0
220,VC_DSR_IJILN                         ,1.0,1.5,1.5.1,VC_DSR_IJILN,2014.0,2104.0
221,VC_DSR_IJILN                         ,1.0,1.5,1.5.1,VC_DSR_IJILN,2015.0,370.0
222,VC_DSR_IJILN                         ,1.0,1.5,1.5.1,VC_DSR_IJILN,2016.0,2675.0
223,VC_DSR_IJILN                         ,1.0,1.5,1.5.1,VC_DSR_IJILN,2017.0,1042.0
224,VC_DSR_IJILN                         ,1.0,1.5,1.5.1,VC_DSR_IJILN,2018.0,21083.0
225,VC_DSR_IJILN                         ,1.0,1.5,1.5.1,VC_DSR_IJILN,2019.0,3421.0
226,VC_DSR_PDAN                         ,1.0,1.5,1.5.1,VC_DSR_PDAN,2012.0,216870.0
227,VC_DSR_PDAN                         ,1.0,1.5,1.5.1,VC_DSR_PDAN,2013.0,359955.0
228,VC_DSR_PDAN                         ,1.0,1.5,1.5.1,VC_DSR_PDAN,2014.0,177085.0
229,VC_DSR_PDAN                         ,1.0,1.5,1.5.1,VC_DSR_PDAN,2015.0,101575.0
230,VC_DSR_PDAN                         ,1.0,1.5,1.5.1,VC_DSR_PDAN,2016.0,193845.0
231,VC_DSR_PDAN                         ,1.0,1.5,1.5.1,VC_DSR_PDAN,2017.0,196395.0
232,VC_DSR_PDAN                         ,1.0,1.5,1.5.1,VC_DSR_PDAN,2018.0,848260.0
233,VC_DSR_PDAN                         ,1.0,1.5,1.5.1,VC_DSR_PDAN,2019.0,57910.0
234,VC_DSR_PDYN                         ,1.0,1.5,1.5.1,VC_DSR_PDYN,2012.0,53430.0
235,VC_DSR_PDYN                         ,1.0,1.5,1.5.1,VC_DSR_PDYN,2013.0,88635.0
236,VC_DSR_PDYN                         ,1.0,1.5,1.5.1,VC_DSR_PDYN,2014.0,100395.0
237,VC_DSR_PDYN                         ,1.0,1.5,1.5.1,VC_DSR_PDYN,2015.0,26085.0
238,VC_DSR_PDYN                         ,1.0,1.5,1.5.1,VC_DSR_PDYN,2016.0,45145.0
239,VC_DSR_PDYN                         ,1.0,1.5,1.5.1,VC_DSR_PDYN,2017.0,52260.0
240,VC_DSR_PDYN                         ,1.0,1.5,1.5.1,VC_DSR_PDYN,2018.0,752565.0
241,VC_DSR_PDYN                         ,1.0,1.5,1.5.1,VC_DSR_PDYN,2019.0,15813.0
242,VC_DSR_PDLN                         ,1.0,1.5,1.5.1,VC_DSR_PDLN,2018.0,9472983.0
243,VC_DSR_PDLN                         ,1.0,1.5,1.5.1,VC_DSR_PDLN,2019.0,29509.15
244,SG_DSR_LGRGSR                         ,1.0,1.5,1.5.3,SG_DSR_LGRGSR,2012.0,0.0
245,SG_DSR_LGRGSR                         ,1.0,1.5,1.5.3,SG_DSR_LGRGSR,2013.0,0.0
246,SG_DSR_LGRGSR                         ,1.0,1.5,1.5.3,SG_DSR_LGRGSR,2014.0,0.0
247,SG_DSR_LGRGSR                         ,1.0,1.5,1.5.3,SG_DSR_LGRGSR,2015.0,0.0
248,SG_DSR_LGRGSR                         ,1.0,1.5,1.5.3,SG_DSR_LGRGSR,2016.0,0.0
249,SG_DSR_LGRGSR                         ,1.0,1.5,1.5.3,SG_DSR_LGRGSR,2017.0,0.0
250,SG_DSR_LGRGSR                         ,1.0,1.5,1.5.3,SG_DSR_LGRGSR,2018.0,0.0
251,SG_DSR_LGRGSR                         ,1.0,1.5,1.5.3,SG_DSR_LGRGSR,2019.0,0.825
